Subject,Story,Level,Context,Prediction,T_val
29,podcast,3,Non-Social,56,55
29,podcast,4,Non-Social,78,75
29,podcast,5,Non-Social,110,105
30,podcast,1,Non-Social,80,15
30,podcast,2,Non-Social,80,30
30,podcast,3,Non-Social,80,55
30,podcast,4,Non-Social,80,75
30,podcast,5,Non-Social,120,105
31,podcast,1,Non-Social,50,15
31,podcast,2,Non-Social,50,30
31,podcast,3,Non-Social,70,55
31,podcast,4,Non-Social,90,75
31,podcast,5,Non-Social,120,105
32,podcast,1,Non-Social,25,15
32,podcast,2,Non-Social,40,30
32,podcast,3,Non-Social,60,55
32,podcast,4,Non-Social,90,75
32,podcast,5,Non-Social,120,105
33,podcast,1,Non-Social,40,15
33,podcast,2,Non-Social,60,30
33,podcast,3,Non-Social,120,55
33,podcast,4,Non-Social,150,75
33,podcast,5,Non-Social,210,105
34,podcast,1,Non-Social,35,15
34,podcast,2,Non-Social,35,30
34,podcast,3,Non-Social,65,55
34,podcast,4,Non-Social,80,75
34,podcast,5,Non-Social,120,105
35,podcast,1,Non-Social,30,15
35,podcast,2,Non-Social,60,30
35,podcast,3,Non-Social,70,55
35,podcast,4,Non-Social,90,75
35,podcast,5,Non-Social,120,105
36,podcast,1,Non-Social,60,15
36,podcast,2,Non-Social,60,30
36,podcast,3,Non-Social,60,55
36,podcast,4,Non-Social,90,75
36,podcast,5,Non-Social,120,105
37,podcast,1,Non-Social,45,15
37,podcast,2,Non-Social,45,30
37,podcast,3,Non-Social,150,55
37,podcast,4,Non-Social,105,75
37,podcast,5,Non-Social,150,105
38,podcast,1,Non-Social,60,15
38,podcast,2,Non-Social,60,30
38,podcast,3,Non-Social,90,55
38,podcast,4,Non-Social,90,75
38,podcast,5,Non-Social,130,105
39,podcast,1,Non-Social,30,15
39,podcast,2,Non-Social,45,30
39,podcast,3,Non-Social,70,55
39,podcast,4,Non-Social,85,75
39,podcast,5,Non-Social,120,105
40,podcast,1,Non-Social,45,15
40,podcast,2,Non-Social,45,30
40,podcast,3,Non-Social,70,55
40,podcast,4,Non-Social,90,75
40,podcast,5,Non-Social,120,105
41,podcast,1,Non-Social,30,15
41,podcast,2,Non-Social,45,30
41,podcast,3,Non-Social,60,55
41,podcast,4,Non-Social,90,75
41,podcast,5,Non-Social,125,105
42,podcast,1,Non-Social,25,15
42,podcast,2,Non-Social,45,30
42,podcast,3,Non-Social,80,55
42,podcast,4,Non-Social,80,75
42,podcast,5,Non-Social,125,105
43,podcast,1,Non-Social,240,15
43,podcast,2,Non-Social,240,30
43,podcast,3,Non-Social,240,55
43,podcast,4,Non-Social,240,75
43,podcast,5,Non-Social,240,105
44,podcast,1,Non-Social,30,15
44,podcast,2,Non-Social,60,30
44,podcast,3,Non-Social,60,55
44,podcast,4,Non-Social,90,75
44,podcast,5,Non-Social,110,105
45,podcast,1,Non-Social,25,15
45,podcast,2,Non-Social,45,30
45,podcast,3,Non-Social,60,55
45,podcast,4,Non-Social,120,75
45,podcast,5,Non-Social,120,105
46,podcast,1,Non-Social,90,15
46,podcast,2,Non-Social,60,30
46,podcast,3,Non-Social,60,55
46,podcast,4,Non-Social,90,75
46,podcast,5,Non-Social,120,105
47,podcast,1,Non-Social,60,15
47,podcast,2,Non-Social,60,30
47,podcast,3,Non-Social,90,55
47,podcast,4,Non-Social,120,75
47,podcast,5,Non-Social,120,105
48,podcast,1,Non-Social,30,15
48,podcast,2,Non-Social,50,30
48,podcast,3,Non-Social,60,55
48,podcast,4,Non-Social,90,75
48,podcast,5,Non-Social,120,105
49,podcast,1,Non-Social,45,15
49,podcast,2,Non-Social,45,30
49,podcast,3,Non-Social,58,55
49,podcast,4,Non-Social,90,75
49,podcast,5,Non-Social,120,105
50,podcast,1,Non-Social,15,15
50,podcast,2,Non-Social,55,30
50,podcast,3,Non-Social,70,55
50,podcast,4,Non-Social,90,75
50,podcast,5,Non-Social,123,105
51,podcast,1,Non-Social,60,15
51,podcast,2,Non-Social,60,30
51,podcast,3,Non-Social,60,55
51,podcast,4,Non-Social,90,75
51,podcast,5,Non-Social,120,105
52,podcast,1,Non-Social,35,15
52,podcast,2,Non-Social,35,30
52,podcast,3,Non-Social,80,55
52,podcast,4,Non-Social,80,75
52,podcast,5,Non-Social,120,105
53,podcast,1,Non-Social,16,15
53,podcast,2,Non-Social,30,30
53,podcast,3,Non-Social,58,55
53,podcast,4,Non-Social,76,75
53,podcast,5,Non-Social,107,105
54,podcast,1,Non-Social,20,15
54,podcast,2,Non-Social,45,30
54,podcast,3,Non-Social,60,55
54,podcast,4,Non-Social,80,75
54,podcast,5,Non-Social,120,105
55,podcast,1,Non-Social,15,15
55,podcast,2,Non-Social,30,30
55,podcast,3,Non-Social,55,55
55,podcast,4,Non-Social,75,75
55,podcast,5,Non-Social,105,105
56,podcast,1,Non-Social,35,15
56,podcast,2,Non-Social,40,30
56,podcast,3,Non-Social,60,55
56,podcast,4,Non-Social,90,75
56,podcast,5,Non-Social,120,105
57,podcast,1,Non-Social,45,15
57,podcast,2,Non-Social,45,30
57,podcast,3,Non-Social,60,55
57,podcast,4,Non-Social,75,75
57,podcast,5,Non-Social,110,105
58,podcast,1,Non-Social,60,15
58,podcast,2,Non-Social,60,30
58,podcast,3,Non-Social,60,55
58,podcast,4,Non-Social,90,75
58,podcast,5,Non-Social,120,105
59,podcast,1,Non-Social,60,15
59,podcast,2,Non-Social,60,30
59,podcast,3,Non-Social,90,55
59,podcast,4,Non-Social,90,75
59,podcast,5,Non-Social,120,105
60,podcast,1,Non-Social,15,15
60,podcast,2,Non-Social,30,30
60,podcast,3,Non-Social,55,55
60,podcast,4,Non-Social,75,75
60,podcast,5,Non-Social,105,105
61,podcast,1,Non-Social,45,15
61,podcast,2,Non-Social,45,30
61,podcast,3,Non-Social,90,55
61,podcast,4,Non-Social,90,75
61,podcast,5,Non-Social,180,105
62,podcast,1,Non-Social,30,15
62,podcast,2,Non-Social,60,30
62,podcast,3,Non-Social,60,55
62,podcast,4,Non-Social,120,75
62,podcast,5,Non-Social,120,105
63,podcast,1,Non-Social,43,15
63,podcast,2,Non-Social,55,30
63,podcast,3,Non-Social,83,55
63,podcast,4,Non-Social,100,75
63,podcast,5,Non-Social,120,105
64,podcast,1,Non-Social,60,15
64,podcast,2,Non-Social,90,30
64,podcast,3,Non-Social,120,55
64,podcast,4,Non-Social,150,75
64,podcast,5,Non-Social,150,105
65,podcast,1,Non-Social,60,15
65,podcast,2,Non-Social,60,30
65,podcast,3,Non-Social,60,55
65,podcast,4,Non-Social,90,75
65,podcast,5,Non-Social,120,105
66,podcast,1,Non-Social,65,15
66,podcast,2,Non-Social,70,30
66,podcast,3,Non-Social,75,55
66,podcast,4,Non-Social,80,75
66,podcast,5,Non-Social,140,105
67,podcast,1,Non-Social,70,15
67,podcast,2,Non-Social,100,30
67,podcast,3,Non-Social,120,55
67,podcast,4,Non-Social,135,75
67,podcast,5,Non-Social,140,105
68,podcast,1,Non-Social,60,15
68,podcast,2,Non-Social,60,30
68,podcast,3,Non-Social,60,55
68,podcast,4,Non-Social,90,75
68,podcast,5,Non-Social,120,105
69,podcast,1,Non-Social,45,15
69,podcast,2,Non-Social,45,30
69,podcast,3,Non-Social,60,55
69,podcast,4,Non-Social,90,75
69,podcast,5,Non-Social,120,105
70,podcast,1,Non-Social,45,15
70,podcast,2,Non-Social,45,30
70,podcast,3,Non-Social,70,55
70,podcast,4,Non-Social,90,75
70,podcast,5,Non-Social,120,105
71,podcast,1,Non-Social,20,15
71,podcast,2,Non-Social,60,30
71,podcast,3,Non-Social,60,55
71,podcast,4,Non-Social,90,75
71,podcast,5,Non-Social,120,105
72,podcast,1,Non-Social,30,15
72,podcast,2,Non-Social,45,30
72,podcast,3,Non-Social,60,55
72,podcast,4,Non-Social,90,75
72,podcast,5,Non-Social,120,105
73,podcast,1,Non-Social,45,15
73,podcast,2,Non-Social,45,30
73,podcast,3,Non-Social,60,55
73,podcast,4,Non-Social,90,75
73,podcast,5,Non-Social,120,105
74,podcast,1,Non-Social,45,15
74,podcast,2,Non-Social,45,30
74,podcast,3,Non-Social,75,55
74,podcast,4,Non-Social,90,75
74,podcast,5,Non-Social,120,105
75,podcast,1,Non-Social,15,15
75,podcast,2,Non-Social,30,30
75,podcast,3,Non-Social,55,55
75,podcast,4,Non-Social,75,75
75,podcast,5,Non-Social,105,105
76,podcast,1,Non-Social,30,15
76,podcast,2,Non-Social,45,30
76,podcast,3,Non-Social,60,55
76,podcast,4,Non-Social,120,75
76,podcast,5,Non-Social,120,105
77,podcast,1,Non-Social,30,15
77,podcast,2,Non-Social,60,30
77,podcast,3,Non-Social,120,55
77,podcast,4,Non-Social,122,75
77,podcast,5,Non-Social,160,105
78,podcast,1,Non-Social,20,15
78,podcast,2,Non-Social,45,30
78,podcast,3,Non-Social,65,55
78,podcast,4,Non-Social,90,75
78,podcast,5,Non-Social,120,105
79,podcast,1,Non-Social,25,15
79,podcast,2,Non-Social,60,30
79,podcast,3,Non-Social,90,55
79,podcast,4,Non-Social,90,75
79,podcast,5,Non-Social,120,105
80,podcast,1,Non-Social,30,15
80,podcast,2,Non-Social,45,30
80,podcast,3,Non-Social,80,55
80,podcast,4,Non-Social,80,75
80,podcast,5,Non-Social,120,105
81,podcast,1,Non-Social,60,15
81,podcast,2,Non-Social,60,30
81,podcast,3,Non-Social,60,55
81,podcast,4,Non-Social,90,75
81,podcast,5,Non-Social,120,105
82,podcast,1,Non-Social,16,15
82,podcast,2,Non-Social,90,30
82,podcast,3,Non-Social,60,55
82,podcast,4,Non-Social,80,75
82,podcast,5,Non-Social,120,105
83,podcast,1,Non-Social,32,15
83,podcast,2,Non-Social,55,30
83,podcast,3,Non-Social,90,55
83,podcast,4,Non-Social,100,75
83,podcast,5,Non-Social,110,105
84,podcast,1,Non-Social,45,15
84,podcast,2,Non-Social,60,30
84,podcast,3,Non-Social,60,55
84,podcast,4,Non-Social,90,75
84,podcast,5,Non-Social,120,105
85,podcast,1,Non-Social,20,15
85,podcast,2,Non-Social,45,30
85,podcast,3,Non-Social,60,55
85,podcast,4,Non-Social,90,75
85,podcast,5,Non-Social,120,105
86,podcast,1,Non-Social,25,15
86,podcast,2,Non-Social,40,30
86,podcast,3,Non-Social,70,55
86,podcast,4,Non-Social,90,75
86,podcast,5,Non-Social,120,105
87,podcast,1,Non-Social,30,15
87,podcast,2,Non-Social,45,30
87,podcast,3,Non-Social,60,55
87,podcast,4,Non-Social,120,75
87,podcast,5,Non-Social,120,105
88,podcast,1,Non-Social,15,15
88,podcast,2,Non-Social,30,30
88,podcast,3,Non-Social,55,55
88,podcast,4,Non-Social,75,75
88,podcast,5,Non-Social,105,105
89,podcast,1,Non-Social,20,15
89,podcast,2,Non-Social,38,30
89,podcast,3,Non-Social,68,55
89,podcast,4,Non-Social,96,75
89,podcast,5,Non-Social,120,105
90,podcast,1,Non-Social,30,15
90,podcast,2,Non-Social,45,30
90,podcast,3,Non-Social,75,55
90,podcast,4,Non-Social,90,75
90,podcast,5,Non-Social,120,105
91,podcast,1,Non-Social,120,15
91,podcast,2,Non-Social,60,30
91,podcast,3,Non-Social,120,55
91,podcast,4,Non-Social,120,75
91,podcast,5,Non-Social,120,105
92,podcast,1,Non-Social,30,15
92,podcast,2,Non-Social,35,30
92,podcast,3,Non-Social,80,55
92,podcast,4,Non-Social,90,75
92,podcast,5,Non-Social,130,105
93,podcast,1,Non-Social,30,15
93,podcast,2,Non-Social,40,30
93,podcast,3,Non-Social,60,55
93,podcast,4,Non-Social,90,75
93,podcast,5,Non-Social,120,105
94,podcast,1,Non-Social,45,15
94,podcast,2,Non-Social,60,30
94,podcast,3,Non-Social,60,55
94,podcast,4,Non-Social,90,75
94,podcast,5,Non-Social,130,105
95,podcast,1,Non-Social,25,15
95,podcast,2,Non-Social,45,30
95,podcast,3,Non-Social,120,55
95,podcast,4,Non-Social,90,75
95,podcast,5,Non-Social,120,105
96,podcast,1,Non-Social,30,15
96,podcast,2,Non-Social,60,30
96,podcast,3,Non-Social,90,55
96,podcast,4,Non-Social,90,75
96,podcast,5,Non-Social,120,105
97,podcast,1,Non-Social,60,15
97,podcast,2,Non-Social,90,30
97,podcast,3,Non-Social,60,55
97,podcast,4,Non-Social,90,75
97,podcast,5,Non-Social,120,105
98,podcast,1,Non-Social,30,15
98,podcast,2,Non-Social,60,30
98,podcast,3,Non-Social,120,55
98,podcast,4,Non-Social,120,75
98,podcast,5,Non-Social,120,105
99,podcast,1,Non-Social,40,15
99,podcast,2,Non-Social,40,30
99,podcast,3,Non-Social,60,55
99,podcast,4,Non-Social,80,75
99,podcast,5,Non-Social,120,105
100,podcast,1,Non-Social,20,15
100,podcast,2,Non-Social,45,30
100,podcast,3,Non-Social,60,55
100,podcast,4,Non-Social,90,75
100,podcast,5,Non-Social,120,105
101,podcast,1,Non-Social,45,15
101,podcast,2,Non-Social,60,30
101,podcast,3,Non-Social,120,55
101,podcast,4,Non-Social,170,75
101,podcast,5,Non-Social,230,105
102,podcast,1,Non-Social,120,15
102,podcast,2,Non-Social,120,30
102,podcast,3,Non-Social,120,55
102,podcast,4,Non-Social,120,75
102,podcast,5,Non-Social,120,105
103,podcast,1,Non-Social,30,15
103,podcast,2,Non-Social,30,30
103,podcast,3,Non-Social,60,55
103,podcast,4,Non-Social,80,75
103,podcast,5,Non-Social,110,105
104,podcast,1,Non-Social,30,15
104,podcast,2,Non-Social,60,30
104,podcast,3,Non-Social,60,55
104,podcast,4,Non-Social,115,75
104,podcast,5,Non-Social,120,105
105,podcast,1,Non-Social,45,15
105,podcast,2,Non-Social,45,30
105,podcast,3,Non-Social,90,55
105,podcast,4,Non-Social,120,75
105,podcast,5,Non-Social,120,105
106,podcast,1,Non-Social,20,15
106,podcast,2,Non-Social,60,30
106,podcast,3,Non-Social,60,55
106,podcast,4,Non-Social,90,75
106,podcast,5,Non-Social,105,105
107,podcast,1,Non-Social,45,15
107,podcast,2,Non-Social,45,30
107,podcast,3,Non-Social,60,55
107,podcast,4,Non-Social,90,75
107,podcast,5,Non-Social,120,105
108,podcast,1,Non-Social,45,15
108,podcast,2,Non-Social,30,30
108,podcast,3,Non-Social,56,55
108,podcast,4,Non-Social,76,75
108,podcast,5,Non-Social,120,105
109,podcast,1,Non-Social,45,15
109,podcast,2,Non-Social,60,30
109,podcast,3,Non-Social,65,55
109,podcast,4,Non-Social,75,75
109,podcast,5,Non-Social,120,105
110,podcast,1,Non-Social,45,15
110,podcast,2,Non-Social,45,30
110,podcast,3,Non-Social,60,55
110,podcast,4,Non-Social,90,75
110,podcast,5,Non-Social,120,105
111,podcast,1,Non-Social,75,15
111,podcast,2,Non-Social,75,30
111,podcast,3,Non-Social,75,55
111,podcast,4,Non-Social,90,75
111,podcast,5,Non-Social,120,105
112,podcast,1,Non-Social,60,15
112,podcast,2,Non-Social,60,30
112,podcast,3,Non-Social,60,55
112,podcast,4,Non-Social,90,75
112,podcast,5,Non-Social,120,105
113,podcast,1,Non-Social,180,15
113,podcast,2,Non-Social,180,30
113,podcast,3,Non-Social,180,55
113,podcast,4,Non-Social,180,75
113,podcast,5,Non-Social,180,105
114,podcast,1,Non-Social,60,15
114,podcast,2,Non-Social,45,30
114,podcast,3,Non-Social,60,55
114,podcast,4,Non-Social,80,75
114,podcast,5,Non-Social,115,105
115,podcast,1,Non-Social,30,15
115,podcast,2,Non-Social,60,30
115,podcast,3,Non-Social,60,55
115,podcast,4,Non-Social,90,75
115,podcast,5,Non-Social,110,105
116,podcast,1,Non-Social,45,15
116,podcast,2,Non-Social,45,30
116,podcast,3,Non-Social,60,55
116,podcast,4,Non-Social,80,75
116,podcast,5,Non-Social,120,105
117,podcast,1,Non-Social,60,15
117,podcast,2,Non-Social,60,30
117,podcast,3,Non-Social,70,55
117,podcast,4,Non-Social,90,75
117,podcast,5,Non-Social,120,105
118,podcast,1,Non-Social,30,15
118,podcast,2,Non-Social,35,30
118,podcast,3,Non-Social,60,55
118,podcast,4,Non-Social,80,75
118,podcast,5,Non-Social,120,105
119,podcast,1,Non-Social,30,15
119,podcast,2,Non-Social,60,30
119,podcast,3,Non-Social,90,55
119,podcast,4,Non-Social,120,75
119,podcast,5,Non-Social,120,105
120,podcast,1,Non-Social,30,15
120,podcast,2,Non-Social,60,30
120,podcast,3,Non-Social,60,55
120,podcast,4,Non-Social,90,75
120,podcast,5,Non-Social,120,105
121,podcast,1,Non-Social,15,15
121,podcast,2,Non-Social,30,30
121,podcast,3,Non-Social,55,55
121,podcast,4,Non-Social,75,75
121,podcast,5,Non-Social,120,105
122,podcast,1,Non-Social,60,15
122,podcast,2,Non-Social,30,30
122,podcast,3,Non-Social,60,55
122,podcast,4,Non-Social,120,75
122,podcast,5,Non-Social,120,105
123,podcast,1,Non-Social,45,15
123,podcast,2,Non-Social,60,30
123,podcast,3,Non-Social,90,55
123,podcast,4,Non-Social,120,75
123,podcast,5,Non-Social,150,105
124,podcast,1,Non-Social,45,15
124,podcast,2,Non-Social,45,30
124,podcast,3,Non-Social,70,55
124,podcast,4,Non-Social,120,75
124,podcast,5,Non-Social,120,105
125,podcast,1,Non-Social,40,15
125,podcast,2,Non-Social,45,30
125,podcast,3,Non-Social,70,55
125,podcast,4,Non-Social,90,75
125,podcast,5,Non-Social,120,105
126,podcast,1,Non-Social,25,15
126,podcast,2,Non-Social,60,30
126,podcast,3,Non-Social,120,55
126,podcast,4,Non-Social,120,75
126,podcast,5,Non-Social,160,105
127,podcast,1,Non-Social,40,15
127,podcast,2,Non-Social,45,30
127,podcast,3,Non-Social,90,55
127,podcast,4,Non-Social,90,75
127,podcast,5,Non-Social,120,105
128,podcast,1,Non-Social,30,15
128,podcast,2,Non-Social,60,30
128,podcast,3,Non-Social,90,55
128,podcast,4,Non-Social,120,75
128,podcast,5,Non-Social,120,105
129,podcast,1,Non-Social,60,15
129,podcast,2,Non-Social,60,30
129,podcast,3,Non-Social,60,55
129,podcast,4,Non-Social,120,75
129,podcast,5,Non-Social,120,105
130,podcast,1,Non-Social,20,15
130,podcast,2,Non-Social,90,30
130,podcast,3,Non-Social,65,55
130,podcast,4,Non-Social,75,75
130,podcast,5,Non-Social,105,105
131,podcast,1,Non-Social,50,15
131,podcast,2,Non-Social,60,30
131,podcast,3,Non-Social,60,55
131,podcast,4,Non-Social,120,75
131,podcast,5,Non-Social,150,105
132,podcast,1,Non-Social,22,15
132,podcast,2,Non-Social,45,30
132,podcast,3,Non-Social,107,55
132,podcast,4,Non-Social,123,75
132,podcast,5,Non-Social,130,105
133,podcast,1,Non-Social,50,15
133,podcast,2,Non-Social,50,30
133,podcast,3,Non-Social,70,55
133,podcast,4,Non-Social,85,75
133,podcast,5,Non-Social,110,105
134,podcast,1,Non-Social,30,15
134,podcast,2,Non-Social,60,30
134,podcast,3,Non-Social,70,55
134,podcast,4,Non-Social,90,75
134,podcast,5,Non-Social,120,105
135,podcast,1,Non-Social,60,15
135,podcast,2,Non-Social,60,30
135,podcast,3,Non-Social,60,55
135,podcast,4,Non-Social,90,75
135,podcast,5,Non-Social,150,105
136,podcast,1,Non-Social,150,15
136,podcast,2,Non-Social,155,30
136,podcast,3,Non-Social,150,55
136,podcast,4,Non-Social,150,75
136,podcast,5,Non-Social,150,105
137,podcast,1,Non-Social,45,15
137,podcast,2,Non-Social,47,30
137,podcast,3,Non-Social,60,55
137,podcast,4,Non-Social,75,75
137,podcast,5,Non-Social,110,105
138,podcast,1,Non-Social,30,15
138,podcast,2,Non-Social,45,30
138,podcast,3,Non-Social,60,55
138,podcast,4,Non-Social,80,75
138,podcast,5,Non-Social,120,105
139,podcast,1,Non-Social,30,15
139,podcast,2,Non-Social,45,30
139,podcast,3,Non-Social,65,55
139,podcast,4,Non-Social,90,75
139,podcast,5,Non-Social,125,105
140,podcast,1,Non-Social,18,15
140,podcast,2,Non-Social,44,30
140,podcast,3,Non-Social,60,55
140,podcast,4,Non-Social,88,75
140,podcast,5,Non-Social,120,105
141,podcast,1,Non-Social,45,15
141,podcast,2,Non-Social,45,30
141,podcast,3,Non-Social,120,55
141,podcast,4,Non-Social,120,75
141,podcast,5,Non-Social,120,105
142,podcast,1,Non-Social,30,15
142,podcast,2,Non-Social,45,30
142,podcast,3,Non-Social,60,55
142,podcast,4,Non-Social,100,75
142,podcast,5,Non-Social,120,105
143,podcast,1,Non-Social,30,15
143,podcast,2,Non-Social,60,30
143,podcast,3,Non-Social,60,55
143,podcast,4,Non-Social,120,75
143,podcast,5,Non-Social,120,105
144,podcast,1,Non-Social,35,15
144,podcast,2,Non-Social,45,30
144,podcast,3,Non-Social,90,55
144,podcast,4,Non-Social,120,75
144,podcast,5,Non-Social,120,105
145,podcast,1,Non-Social,60,15
145,podcast,2,Non-Social,75,30
145,podcast,3,Non-Social,55,55
145,podcast,4,Non-Social,75,75
145,podcast,5,Non-Social,105,105
146,podcast,1,Non-Social,60,15
146,podcast,2,Non-Social,60,30
146,podcast,3,Non-Social,120,55
146,podcast,4,Non-Social,120,75
146,podcast,5,Non-Social,120,105
147,podcast,1,Non-Social,30,15
147,podcast,2,Non-Social,60,30
147,podcast,3,Non-Social,60,55
147,podcast,4,Non-Social,90,75
147,podcast,5,Non-Social,120,105
148,podcast,1,Non-Social,30,15
148,podcast,2,Non-Social,45,30
148,podcast,3,Non-Social,60,55
148,podcast,4,Non-Social,90,75
148,podcast,5,Non-Social,120,105
149,podcast,1,Non-Social,45,15
149,podcast,2,Non-Social,45,30
149,podcast,3,Non-Social,70,55
149,podcast,4,Non-Social,80,75
149,podcast,5,Non-Social,115,105
