"session","created","modified","ended","expired","pPROLIFIC_PID","pSTUDY_ID","pSESSION_ID","cakeL1Response","cakeL2Response","cakeL3Response","cakeL4Response","cakeL5Response","movieL1Response","movieL2Response","movieL3Response","movieL4Response","movieL5Response","podcastL1Response","podcastL2Response","podcastL3Response","podcastL4Response","podcastL5Response","attentionCheck"
"wG15LenbyH7lhxegMVscJ9rO8wq1xa8dcpIX1_9AxYrSBp4TobGSIoAaQ1pwgNln","2022-01-15 23:55:11","2022-01-15 23:58:18","2022-01-15 23:58:18","","5bd4547f979dd2000139f98e","61e19414185ab41992e2afa7","61e350c588da8a4c34aa11bf","30","45","45","60","90","120","120","120","120","120","45","45","60","90","120","4"
"Xpzne00aLGxHXD7aJhpn2T5ysDyu3qA1hJ_837ekyZV2d3ywJw9DeTmW7x5oG5CW","2022-01-15 23:55:12","2022-01-15 23:58:34","2022-01-15 23:58:34","","5f3ffd32afb0080d09234a09","61e19414185ab41992e2afa7","61e350c51b150ba3700d25c2","30","30","45","60","80","120","120","120","120","120","45","45","75","90","120","4"
"pV5Fz5h0zz8tNnxop9Ip6S8AY2MCLIgU6zXC0jq-PnIgee71pyVr7rxHJI7Vesju","2022-01-15 23:55:12","2022-01-16 00:02:03","2022-01-16 00:02:03","","613a87fca7079e9109d15f66","61e19414185ab41992e2afa7","61e350c13c7ef064c2bb3eb2","10","20","35","50","70","90","90","90","90","120","15","30","55","75","105","4"
"equoTMxplQV0kzQqo4sofrKQSfy9ZTrSll9ywL5jJingeYfV2wpDRCnH2T-Avron","2022-01-15 23:55:13","2022-01-16 00:01:20","2022-01-16 00:01:20","","60fb690497b26a3c1c6b8c0b","61e19414185ab41992e2afa7","61e350a973ffc43bb5ca5146","30","30","45","60","90","90","90","90","90","120","30","45","60","120","120","4"
"5AQd-cgeUU4vlZ0xUpdenjqnQrjo4DnDD3GtmnbgRwvQL1CN5aEHLGSv0M_b_8wD","2022-01-15 23:55:13","2022-01-16 00:04:43","2022-01-16 00:04:43","","615095892f4d9ec951f8672b","61e19414185ab41992e2afa7","61e350afc4b0e4b55f9f4fe9","30","28","40","60","85","119","130","110","130","150","30","60","120","122","160","4"
"G1MFw8aU39DrD9TMYFi-dIkPkGzEidAbib3W0ZgF6EwbiQ72m7POTd5O4m05ic9h","2022-01-15 23:55:13","2022-01-16 00:00:12","2022-01-16 00:00:12","","5f5a69a0b2b7c2119ecf07bf","61e19414185ab41992e2afa7","61e350c81343fdc4cd4981d5","10","20","35","50","70","30","45","64","89","104","20","45","65","90","120","4"
"V9wBu6-nZQxIqbdk6FHvyW1EhP9TL_VpZwthmsyYbeT7SqvjmbTUPbFfU0TXSNAf","2022-01-15 23:55:14","2022-01-16 00:00:49","2022-01-16 00:00:49","","616cbdf13dc08dca017cef4a","61e19414185ab41992e2afa7","61e350c6dbb888cdb4953ad4","120","120","120","120","120","90","90","90","90","140","25","60","90","90","120","4"
"K1nCMlKkphJ_oDd8w--3kE7pvJm_bthWKleX-qyy-XOczsaYR52w4xt1gdsO_SUx","2022-01-15 23:55:15","2022-01-15 23:58:46","2022-01-15 23:58:46","","5e503fa37cbf4308d1131e52","61e19414185ab41992e2afa7","61e350c9e0b77e914c98981e","20","30","50","60","90","90","90","120","120","120","30","45","80","80","120","4"
"Kq1JOQboYwD5w8wg15FQ63GvDZGyrQU5oRPF1GXjpp_Lq5EJyA0Q9WKI572njAOW","2022-01-15 23:55:15","2022-01-15 23:59:37","2022-01-15 23:59:37","","5f2ad19d48d8b13cba674fb0","61e19414185ab41992e2afa7","61e350c9725a1f445a797504","30","30","50","60","120","90","90","90","90","120","60","60","60","90","120","4"
"Jj4Z243ucGZpAt67Kwubey5luEL_KnF5ziO2mb-nKHWQWSsDcBroAnXZkFYRAwJD","2022-01-15 23:55:16","2022-01-15 23:55:21","","","6132a3c6574a754ce227ad1a","61e19414185ab41992e2afa7","61e350c64dd64abb55e751d8","","","","","","","","","","","","","","","",""
"8cbqZODy0ay7Iuqz82eggvXvdpyBXNbdjHvrWg5nV7oIw6xGrKjbtYqqaVeI8uQr","2022-01-15 23:55:16","2022-01-15 23:59:41","2022-01-15 23:59:41","","5f1eba6ba65ce801eaaeb562","61e19414185ab41992e2afa7","61e350c550b4e3066c0b2ffb","10","25","35","60","90","90","120","120","140","140","16","90","60","80","120","4"
"vonZwv63cIFBEz3wPoSw7y2SMP1VFw6XtTs-_5Np9GjmPw9rRIU4rWlB5Q6kAz9k","2022-01-15 23:55:16","2022-01-16 00:30:17","2022-01-16 00:30:17","","59f7e68f5ac99000018b05cf","61e19414185ab41992e2afa7","61e350c8586f7675919eca9e","30","30","40","50","75","110","110","110","110","110","32","55","90","100","110","4"
"hnEbH2-L2ZLttGIDSCtFRqZjhxYTGRDfVKipmsDU0OIg3T8HjArXQUsQ6Mr-Jq56","2022-01-15 23:55:16","2022-01-15 23:58:16","2022-01-15 23:58:16","","56df2dc2452e13000b6d3729","61e19414185ab41992e2afa7","61e350c85f28a0004f45e399","45","45","45","60","90","90","90","90","90","120","45","60","60","90","120","4"
"Ul2Yv23cKeKyd28DvcRPmAcb2u_K0NshCj51A8jk5WMy6k4SzyB9Q-0OAAl5p42s","2022-01-15 23:55:17","2022-01-16 00:00:37","2022-01-16 00:00:37","","607b6943b02ad525b94b458b","61e19414185ab41992e2afa7","61e350caa6d6360ebadf5691","20","30","45","60","90","90","90","90","120","120","20","45","60","90","120","4"
"yCg6PylY1T19IsQXCIQ4wpO-jOAiwNGDAmWwgBbJFGWTm4cjBHiw8fkZsE0BDy7l","2022-01-15 23:55:17","2022-01-16 00:00:07","2022-01-16 00:00:07","","5c44f101a5487b00011d122e","61e19414185ab41992e2afa7","61e350c8dbb888cdb4953ad5","25","45","45","60","90","60","90","95","120","130","25","40","70","90","120","4"
"5GTbsj5KHC9rPD0tnuLXJNjlY7HQW_vqrtrUmzOJRxxJZhSrECJQ9K4mmEz_frWt","2022-01-15 23:55:18","2022-01-15 23:59:30","2022-01-15 23:59:30","","5c8da3f6f2ad95001766a6f3","61e19414185ab41992e2afa7","61e350c8c4b0e4b55f9f4fee","30","30","40","60","90","90","90","90","120","120","30","45","60","120","120","4"
"Zu3k-cKhucGlSHas7h4pDGG-gyUFO6iCs9ui2OUPfJAGT9ukXSXk6bot5CsmQyU7","2022-01-15 23:55:18","2022-01-16 00:00:34","2022-01-16 00:00:34","","60bd04a3749e1ca47e54d3e1","61e19414185ab41992e2afa7","61e350cb4edfd5fffbec0ada","20","20","35","50","70","100","100","100","100","100","15","30","55","75","105","4"
"IDIS6xdR-zfMag5vNT7scbgUQCGqcvWwGBQzKe3xPOELYieuH8JGy-HhStJkIJ9X","2022-01-15 23:55:18","2022-01-15 23:56:23","","","5f7aea5d4f022a1f0fe49dc4","61e19414185ab41992e2afa7","61e350cad09f3d30581057fd","","","","","","","","","","","","","","","",""
"a6j1e8FIE2iJYT0UOUO1QPAXAwY-3pKzeG6_WB2sDPw6bOiCDsFJmPYFUVDIF8gX","2022-01-15 23:55:18","2022-01-15 23:58:05","2022-01-15 23:58:05","","60164d5e0ad8cc7ba23bd215","61e19414185ab41992e2afa7","61e350c9e19fddbcf36d6f5e","10","20","35","50","70","38","54","71","99","120","20","38","68","96","120","4"
"LzOMzC8_15yIKMXe1klEGb24lwX9m06_nAgcvE_L4pEK6Ok_cMl1tpSuc8WXPZcq","2022-01-15 23:55:18","2022-01-15 23:59:40","2022-01-15 23:59:40","","616948179a75c798c23691c0","61e19414185ab41992e2afa7","61e350cc5f28a0004f45e39a","25","30","45","50","70","90","90","90","100","115","30","45","75","90","120","4"
"oL3CdmG1MW5q0ZqV7qxQ-fqkG5Q5SODa4swEpmC4t_jGGRHz20DuAw_BesNmJPkw","2022-01-15 23:55:18","2022-01-15 23:59:22","2022-01-15 23:59:22","","5bb73fdd9ff3cb0001d8105a","61e19414185ab41992e2afa7","61e350c871b46e45b2de40f0","15","30","35","50","90","120","120","180","180","180","120","60","120","120","120","4"
"le-MlbqqGB7FEHsfwu5iALrgBlwH01zjiDMzoIEr8jme_voWgfXx0ZbYFBx24RcN","2022-01-15 23:55:19","2022-01-16 00:00:19","2022-01-16 00:00:19","","5e3f0bbe9907e915e0179f44","61e19414185ab41992e2afa7","61e350c36d7053f061b75069","36","36","36","50","70","180","180","180","180","180","30","35","80","90","130","4"
"AEmILjNTpHDSTZ76QLI9QO9N7AeGIETMcrYaE6lnsTG84TjtqpfSHQZJe0F-qzFL","2022-01-15 23:55:19","2022-01-16 00:02:22","","","5ee386d305dd19000acbe9eb","61e19414185ab41992e2afa7","61e350cd47092827e478b6bb","","","","","","90","90","90","90","110","30","30","60","80","110",""
"NKwM9ircd31B6T8aBBLMSWJwNbTa9fyOT8WN_b1phPPRe07qaYswaiWUDJSlCc8i","2022-01-15 23:55:20","","","","5f08583a3d61a604d606c517","61e19414185ab41992e2afa7","61e350ccba0f7605586bb414","","","","","","","","","","","","","","","",""
"AFaylJDgcrf9cIPaoncbOqlkDOFsP52Js1zNk0kWqNWPNucQKBii30QGNYG1qePr","2022-01-15 23:55:20","2022-01-15 23:59:51","2022-01-15 23:59:52","","61477fd6bf3410092abf263a","61e19414185ab41992e2afa7","61e350cd69ea61e3bd92137f","60","50","55","60","80","120","130","150","140","130","30","40","60","90","120","4"
"fY1sHD5ddoNppOamDA6ka3etWYiQsf_hpdSC9EINNfeao_zKib5qzZH6BwSF7QI8","2022-01-15 23:55:20","2022-01-16 00:02:46","2022-01-16 00:02:46","","614f5fdc92cf035aad2ba1b2","61e19414185ab41992e2afa7","61e350ca94832861c3e2bb5c","25","30","190","60","190","120","135","180","95","130","45","60","60","90","130","4"
"HIhkpO0dCrPJ8Mswd9v8CrrzTMH2oIS7BdxylvXgtcMGxt1OsWF6cFRzYyiL2WMV","2022-01-15 23:55:22","2022-01-15 23:59:05","2022-01-15 23:59:05","","5f20552d41aabd0e9fd6aab2","61e19414185ab41992e2afa7","61e350c05ac5b49a656dcff6","60","50","80","60","120","100","100","110","100","120","25","45","120","90","120","4"
"R1ZLQ3vaLRAbtOhXZ02oVT9zSLHZR-yFIYSUxMg6zYCX4NOtUYeM6MQU3DSJbKYE","2022-01-15 23:55:22","2022-01-16 00:00:25","2022-01-16 00:00:25","","60a927faf3770b9fa5c5a341","61e19414185ab41992e2afa7","61e350cf5ac5b49a656dcff9","30","40","40","60","90","100","90","120","90","140","30","60","90","90","120","4"
"mfpJjQcDMijbyXBTF-RrhKosm1R4JJO1m_Q_rpdDzMb0bHn21GOiQUiL-QL6Se2w","2022-01-15 23:55:22","2022-01-16 00:05:51","2022-01-16 00:05:51","","6130c6f2f70b6f67907d589d","61e19414185ab41992e2afa7","61e350d044795cda556857cd","30","45","60","60","90","85","90","120","120","120","60","90","60","90","120","4"
"_Hu_fFO3TEW9mtH5BRvlwxD2F2QpaMvQwa2x3ifNjwxHXbwNNrVe5HPrlqbCofLA","2022-01-15 23:55:22","2022-01-16 00:00:17","2022-01-16 00:00:17","","5f2ae53cfaf8ee42b43890c0","61e19414185ab41992e2afa7","61e350cc9b0df53de13a1b6c","30","30","45","60","90","120","120","120","120","120","30","60","120","120","120","4"
"yXJG0hgV103yFTqqXWUagE8Mr2pglXz315EbNHzDShCX7d5SYZ8_eHo0Y_N9fN11","2022-01-15 23:55:22","2022-01-15 23:59:02","2022-01-15 23:59:02","","5e61233d8f636e0228897cdd","61e19414185ab41992e2afa7","61e350cb5e422368a5d3f449","40","40","40","60","130","130","130","130","130","130","40","40","60","80","120","4"
"3kCYM5VW_uQxialWrRYlLlmkcAQYCBkdJXOo_VPYVhLcEI657tQtf6BLs1PQVCYa","2022-01-15 23:55:23","2022-01-15 23:59:22","2022-01-15 23:59:22","","60b0f68c2d6061d4fce96316","61e19414185ab41992e2afa7","61e350ce0adc956a5d77bdfa","45","45","45","60","80","120","120","120","120","120","20","45","60","90","120","4"
"nWjnbB7WBr8J9Q7rkP8FnfRp47oQHRkXRGV-LVeebUnI5cpaw1zx5tr-B9e7GLo5","2022-01-15 23:55:23","2022-01-15 23:59:57","2022-01-15 23:59:57","","60aca334c93f8d150a47eabd","61e19414185ab41992e2afa7","61e350d0869c478e02e99b24","40","50","65","80","120","60","75","90","120","145","45","60","120","170","230","4"
"0k89y6GNd79a4uInCP0p0TFXPiFS0uDMLOg5ErcdzjgdWqi_b7R9V61UN4pGjuNx","2022-01-15 23:55:23","2022-01-15 23:58:16","2022-01-15 23:58:16","","5eaacc906327e802e479969a","61e19414185ab41992e2afa7","61e350d1e66a7b71d2c0809f","90","90","90","90","90","95","83","95","95","145","120","120","120","120","120","4"
"BXKX9u0Oyb88VWvp0fBR27NlBDWe_nGBuZ6jpsxRkxI6OgEhGukcta_2ABx5ZHw_","2022-01-15 23:55:24","2022-01-15 23:58:32","2022-01-15 23:58:32","","611baca695f1611d79dad4ee","61e19414185ab41992e2afa7","61e350cefed08b8dfcae99d4","50","50","50","50","90","120","120","120","120","120","30","30","60","80","110","4"
"6Hrzenkf5a1vRCe68PSd9gCwUgPv2ozLC1GroI9Eo2qvQdF3Rg6FlQG6c4AiOGPb","2022-01-15 23:55:24","2022-01-16 00:02:35","2022-01-16 00:02:35","","614a4991d4f8ccec7f5fe3b6","61e19414185ab41992e2afa7","61e350c87c0caee5403fcfb5","30","30","60","60","90","120","120","120","120","120","30","60","60","115","120","4"
"MgfXBeK6elRploXlHbXBmrCaBq4ad0FZQDgvegGA2xUH2W2pONCKQRJ0nCZlj_wj","2022-01-15 23:55:24","","","","615d9a6f4628e9902be16e88","61e19414185ab41992e2afa7","61e350d294832861c3e2bb5d","","","","","","","","","","","","","","","",""
"cQS8-JIFX-zcUSNdhgM6p4MBGvfwtMUXUHjs9PI0xqXWD85Un7dxPre0eQ-v55CC","2022-01-15 23:55:25","2022-01-16 00:00:55","2022-01-16 00:00:55","","60770e55230bf80cd0637b4e","61e19414185ab41992e2afa7","61e350d0142116ee8b1cc299","40","40","40","90","90","120","120","120","120","120","45","45","90","120","120","4"
"KzP0qH43McCEO-_ZBi9JeVhZZ-cc9wjkjsIQGebjMpbi0gf67cVlBnvRJt6XZt8U","2022-01-15 23:55:26","2022-01-15 23:59:37","2022-01-15 23:59:37","","602172368b05e6143e5f27b7","61e19414185ab41992e2afa7","61e350d1b47b77920cabebe9","20","35","40","55","75","90","90","90","120","120","20","60","60","90","105","4"
"m-5I2kXEiLZMA9n1BLv8WKrgGl3XN1MTIUqguxcir9k6DbWYo1-BXNuaT9zPxB0B","2022-01-15 23:55:28","2022-01-16 00:00:19","2022-01-16 00:00:19","","6082f7e90a6e0ea1f8c6d7cb","61e19414185ab41992e2afa7","61e350d284cdcebd1452a958","30","20","40","50","90","120","90","90","90","115","45","45","60","90","120","4"
"6qhq7TMwsBEnXlkJI_4XcLnatL4atssv7hJqBNdSXKreM1a7r2pwOrN4Z5uk-7fn","2022-01-15 23:55:28","2022-01-16 00:05:22","2022-01-16 00:05:22","","6161f4ab2c58f9550ee5d4d5","61e19414185ab41992e2afa7","61e350d0501f507a5617b8a9","35","25","36","55","75","90","45","60","86","101","45","30","56","76","120","4"
"HMuf5rDZD4r4yx6yB8rLVRuFyuuu6PUscQOEmW7EgL3q7q6A9s9Kk4dr_aNpmT3Z","2022-01-15 23:55:29","2022-01-15 23:59:13","2022-01-15 23:59:13","","609a95a21f974a11fe544f7b","61e19414185ab41992e2afa7","61e350d1084171b9126a67f8","20","30","45","60","75","120","90","130","90","140","45","60","65","75","120","4"
"0sHeAKCj8U8a7ny-EbDyy3_Qb_y-zcQDvUSIIWUVN4K8C47j7xbt0NzBlZLCY4cD","2022-01-15 23:55:29","2022-01-16 00:03:24","2022-01-16 00:03:24","","5fbc5a1bf9c7511200dd188d","61e19414185ab41992e2afa7","61e350ba35380a9a46da6a0f","45","45","45","90","90","120","120","120","125","125","45","45","60","90","120","4"
"yiby5Y6jPcYCQ2nTlmVpoFDnPnwjj_vVkQ_AFEOrX6gbwzv9OrWAj4yOIkmBhnAL","2022-01-15 23:55:30","2022-01-15 23:59:11","2022-01-15 23:59:11","","614e00c5bd6342414b333a8b","61e19414185ab41992e2afa7","61e350cc84cdcebd1452a957","30","30","40","60","70","120","120","120","120","120","75","75","75","90","120","4"
"BSoGHnwz-l2EKVp28D5gaBl-HxBUx3MuSvC3RC_aR1mgt3k2pH2jAK7gkkcmX8lG","2022-01-15 23:55:31","2022-01-15 23:59:27","2022-01-15 23:59:28","","60e21c11b57f514f2005b148","61e19414185ab41992e2afa7","61e350d32301f9d438c44d78","25","25","40","60","80","120","120","120","120","120","60","60","60","90","120","4"
"S_oLogycuxU6UkO2x19JmK-T-ZN0NMOawuAUIecVs0XOcn9GbBsJsb1fbCSfBLn0","2022-01-15 23:55:31","2022-01-16 00:08:28","2022-01-16 00:08:28","","60b14c72faad384ddb2eb66c","61e19414185ab41992e2afa7","61e350d171b46e45b2de40f1","40","40","40","60","120","145","145","160","140","140","180","180","180","180","180","4"
"dhks83e-MaNXQjEu0A6EESW1D77duSXmOE3v_lCuHmThXolEzNA9twHG1-O3B5MF","2022-01-15 23:55:32","2022-01-16 00:00:44","2022-01-16 00:00:45","","5d373fe30a39ba0017b61dfd","61e19414185ab41992e2afa7","61e350c1c785ef0172146e8e","15","30","45","60","75","30","60","80","100","120","60","45","60","80","115","4"
"WFz88bOJLBbAz34HL92MSwo6ZYQnfsYLnX6QJR3v5RcwniW3ZqpwPHX8uV1WO_Nk","2022-01-15 23:55:35","2022-01-15 23:59:57","2022-01-15 23:59:57","","60e5952cfcf25f6cca8167c7","61e19414185ab41992e2afa7","61e350d37f6220a07c7c573d","25","25","40","50","70","120","120","120","120","120","30","60","60","90","110","4"
"2jPPV0DWg6PzwM5JETkbVa6b5xmoP9IRWCjh2CLUOp8HkaPMaz5w6SuiDRn_XqA6","2022-01-15 23:55:36","2022-01-16 00:01:06","2022-01-16 00:01:07","","5f4ff8efa8de8e14c2cd6e0b","61e19414185ab41992e2afa7","61e350ca093385ea6b46d2cc","40","40","40","50","70","90","90","90","90","120","45","45","60","80","120","4"
"0suKR1VbGxEf1yIfYYpo5QTKOAzDsEX-xoUZaVw7tf15U-lIJQ-_nV03q34C5tYx","2022-01-15 23:55:37","2022-01-15 23:58:58","2022-01-15 23:58:58","","6118441c8860004f7c3446ea","61e19414185ab41992e2afa7","61e350d1311e82ef74912b1c","20","30","40","60","120","102","124","98","120","130","60","60","70","90","120","4"
"JsJbFdillNmVXi_WzL6GctKNkSXJd-Yesw5aPp6tFaiEL1JWlG2h8KhdjooTKA0Z","2022-01-15 23:55:38","2022-01-15 23:59:35","2022-01-15 23:59:35","","60c1f258dedbe64c602b60a9","61e19414185ab41992e2afa7","61e350ca347644e7a2e51728","35","35","35","60","120","190","190","190","190","190","30","35","60","80","120","4"
"AT5Jn_oVYVCXBrOjRU_OyymMz0Shj-I6tkPdKRS6UgOLUBZjyRPupedx17kBWUb0","2022-01-15 23:55:39","2022-01-16 00:00:57","2022-01-16 00:00:57","","604f48ad0cf8d55887cb172e","61e19414185ab41992e2afa7","61e350c7ace871a166de3be4","10","20","40","60","120","90","90","90","120","120","30","60","90","120","120","4"
"Bbik_HNTFaSz3lNsQG4mpdC3esF7ohsw2Ko0SXSmnchiZhPmQYvsi4qnV6HQMOdo","2022-01-15 23:55:40","2022-01-16 00:02:05","2022-01-16 00:02:05","","60d7d0d99b3a5d61233620d8","61e19414185ab41992e2afa7","61e350c939ecd359b94c6995","25","25","50","55","90","90","90","90","90","120","30","60","60","90","120","4"
"-QWy10F6D-tCCSwAjChCwRpzN_nZKcIe9K9hSJs8yP-IRFaLlMi2-x7UgYQxakFL","2022-01-15 23:55:42","2022-01-16 00:00:59","2022-01-16 00:00:59","","602b04fcb9bd922174f5fea6","61e19414185ab41992e2afa7","61e350d22886fa72d3f162fb","40","40","40","60","90","30","45","60","85","100","15","30","55","75","120","4"
"FEymTYYngvxrU-EbAIbziA_f50HcwaPU80yPr4165H7WTwPcXN_35MfuRg_CN3yV","2022-01-15 23:55:50","2022-01-16 00:02:48","2022-01-16 00:02:48","","5e6ecd1a5c401949b9ae528f","61e19414185ab41992e2afa7","61e350e6f09539c9ed4216be","45","25","45","60","70","30","50","70","90","110","60","30","60","120","120","4"
"7TKjm6tVLZOme_8RXVLhz5yxU-RdfhuvVrHnDGlk0utRJyFRThRGqT3I0Ggip5K8","2022-01-15 23:55:52","","","","607da2d00643eb4cc09116ab","61e19414185ab41992e2afa7","61e350c9c41e51a62eb56099","","","","","","","","","","","","","","","",""
"QyKz6inP84QB9NcdilYpPSztBQNJUDZ8x9EH6FHwc1FNnQpeharYymqAEqhE4rbX","2022-01-15 23:56:01","2022-01-16 00:00:00","2022-01-16 00:00:00","","607da2d00643eb4cc09116ab","61e19414185ab41992e2afa7","61e350c9c41e51a62eb56099","20","30","50","70","90","120","120","120","120","150","45","60","90","120","150","4"
"WMbfPtp49Y_QBcQ31ZR5U6PzXB6IvMTTtNgExNjoRtkE7tJPeWHTQ-u9hgRvfWY5","2022-01-15 23:56:07","2022-01-16 00:02:05","2022-01-16 00:02:05","","6169d529121b95073586a835","61e19414185ab41992e2afa7","61e350cae450cf47612320b5","55","40","50","66","70","139","136","158","126","168","45","45","70","120","120","4"
"A3uslTpftlpc3yhQjfYrKGHzPf2YhV0UCVenDX-hs0g3Zof8Rpl8sjTt7lD5jWrv","2022-01-15 23:56:08","2022-01-16 00:01:39","2022-01-16 00:01:39","","615ec387ec57223c894f6fc2","61e19414185ab41992e2afa7","61e350c90adc956a5d77bdf8","30","30","45","60","75","100","100","100","100","120","40","45","70","90","120","4"
"IntNQPNqFVU9gJL_0JhdN0qWcv7D7VRZ67pf9aRsVXReUO5bAm4wYC46onw5j4tj","2022-01-15 23:56:09","2022-01-16 00:00:42","2022-01-16 00:00:42","","6133918382b1a9266a7900b5","61e19414185ab41992e2afa7","61e350d236feedbdac56be75","45","35","40","60","75","90","105","90","120","130","25","60","120","120","160","4"
"i70VwJbV76d2hlo-r5rbsbrUjBPy-lWcMulKSGIgl3-zkaL5sS5KRS3QmA3OUPpN","2022-01-15 23:56:09","2022-01-16 00:02:44","2022-01-16 00:02:44","","606384c05e79d8623cc05ae8","61e19414185ab41992e2afa7","61e350d3106d6d737b882c1f","20","20","40","60","90","90","90","120","180","150","40","45","90","90","120","4"
"RXl5x2uYEpBrVBz8AF2Vaz3GH7ElFCRIU5YphNCAsOh_aVbcbUGIgoLa2c6TCHVG","2022-01-15 23:56:11","","","","","","","","","","","","","","","","","","","","","",""
"WumoVtzMbSA0jRKt428NPih3e79PgUaEXeOa4aCRjw8ENtiH-pFBY1WZMXXjE2QQ","2022-01-15 23:56:12","","","","614e00c5bd6342414b333a8b","61e19414185ab41992e2afa7","61e350cc84cdcebd1452a957","","","","","","","","","","","","","","","",""
"FZNpCPRY4w12qSFkkW24eHpkwv-UgYFpC65wO0nwGgwdrfCnKwS53Gdg3k1txHYI","2022-01-15 23:56:15","2022-01-16 00:01:20","2022-01-16 00:01:20","","60ec59fd2b37f9f614ab104d","61e19414185ab41992e2afa7","61e350d3ccdf0f7cfdbce261","40","40","40","60","90","120","120","90","180","240","30","60","90","120","120","4"
"bEj8AktYPzbfF_AcvIV2xbnKAuL8YleEtGKL-TryQBK4cvSYMuT8LvDzU9ebMOOi","2022-01-15 23:56:28","","","","61435c7574b97803fe574723","61e19414185ab41992e2afa7","61e350cf88da8a4c34aa11c0","","","","","","","","","","","","","","","",""
"ePPgvnIYBakXDnFmvc1PhCOp2Cp_9F8TpXf5Uu6IZ9yIaNMrK_tvSeaZQUMMFROq","2022-01-15 23:56:35","2022-01-16 00:03:40","2022-01-16 00:03:40","","612c4636885d5afe0a5f9f53","61e19414185ab41992e2afa7","61e350cddf3a2fba1bd6fd5f","60","60","120","60","120","60","60","60","120","120","60","60","60","120","120","4"
"me0zUvx1GjJIEJMI3ncaAT884b47x9_FwgtGk0ZI21s9r4W23XECHzayqjvQfHpJ","2022-01-15 23:56:39","2022-01-16 00:01:49","2022-01-16 00:01:49","","60e96a37211cf04eb272efa2","61e19414185ab41992e2afa7","61e350c46e8731f162b658cc","15","30","60","60","90","90","90","60","93","100","20","90","65","75","105","4"
"RkrzAgnzid4ftNL1tfp-5L4gIzPSjqPdpDkaZda7AEDcQO5wRrDroRnQI8tXlON6","2022-01-15 23:56:42","2022-01-16 00:00:38","2022-01-16 00:00:38","","605a0e7a12d53a398ee268d8","61e19414185ab41992e2afa7","61e350c50bc5373f76c2d1c2","20","30","35","50","90","90","60","120","150","120","50","60","60","120","150","4"
"oo0w1O_cFkF8rx9M97jBYwFlbZBhNyWkWzDMvtl0-_B_mR8sUh4LwyprAdXuDxbD","2022-01-15 23:56:45","","","","60e5952cfcf25f6cca8167c7","61e19414185ab41992e2afa7","61e350d37f6220a07c7c573d","","","","","","","","","","","","","","","",""
"nHHMzJsaeepePnV5wv50DuKdJH2Rk4anEgm-D8h0l7JfLZCLjM8ohKcHpN0qQ7Mo","2022-01-15 23:56:56","2022-01-16 00:02:15","2022-01-16 00:02:15","","6169c0667a27823dc8059c88","61e19414185ab41992e2afa7","61e3512c6335f50f012a3432","12","25","40","60","90","89","96","120","127","142","22","45","107","123","130","4"
"J2dV6wpXA-usgdM5CnK8MR0Xxtk3znsnXqM3Agms6dZu7n57A__7g_JkPRYXa9SH","2022-01-15 23:57:15","2022-01-16 00:01:04","2022-01-16 00:01:04","","5fe226313e41f75659e4029d","61e19414185ab41992e2afa7","61e35139ef5326e4f2d26cc1","20","25","40","50","70","160","160","160","160","160","50","50","70","85","110","4"
"67_kLELYqBVSrJrG9KR7UJUHeewH_5RmLuqwqrN8HPtXEHFBGPdxa9X30csk23be","2022-01-15 23:57:22","","","","60a927faf3770b9fa5c5a341","61e19414185ab41992e2afa7","61e350cf5ac5b49a656dcff9","","","","","","","","","","","","","","","",""
"a19D3dV5Qun20oq_ka82Y56TUFPRwFUz7-WS-JtTsR2zyedEiSeY1Wa8P5Efnr_5","2022-01-15 23:57:28","2022-01-15 23:59:59","2022-01-15 23:59:59","","5c6de215c292130001e5bf54","61e19414185ab41992e2afa7","61e35147c4e101b5565474a1","40","40","50","60","90","100","100","120","120","130","30","60","70","90","120","4"
"LXPnCJvsiRolkg0kFvCCJAOnGWhF1IALYOa1h3BpWzIdEJI_jTi77ecDiZNcnm_P","2022-01-15 23:57:39","","","","602b04fcb9bd922174f5fea6","61e19414185ab41992e2afa7","61e350d22886fa72d3f162fb","","","","","","","","","","","","","","","",""
"elh4rry6GiNdHrt8ndzP7fTRVGfC_yvKyYRpZgzKX2pkWEe72L4JmGw4xp1zXWTY","2022-01-15 23:57:40","2022-01-15 23:59:23","2022-01-15 23:59:23","","5f340d1b1f6b9629f6cd3a77","61e19414185ab41992e2afa7","61e350c57c0caee5403fcfb3","90","90","90","90","90","120","120","120","120","120","60","60","60","90","150","4"
"d0QOGeo3ww6tZHt9ba9eXbTDAWWXUKpVldxOv-8KA0vat2HsEjmr7BixRKijrx-g","2022-01-15 23:57:41","2022-01-16 00:00:20","2022-01-16 00:00:20","","5d5193ce23e3ae0001f5f262","61e19414185ab41992e2afa7","61e3512030a2ffddfe3fdf45","30","30","60","60","90","95","95","95","95","125","150","155","150","150","150","4"
"6DAbgL1wLlB5Zb30rTKp4K_iI6ZwLpRY1Ymbf4W1nTlrI9ILcgK9txThbL1gCvll","2022-01-15 23:57:56","2022-01-16 00:01:28","2022-01-16 00:01:28","","6132a3c6574a754ce227ad1a","61e19414185ab41992e2afa7","61e350c64dd64abb55e751d8","50","30","37","60","75","85","50","60","85","100","45","47","60","75","110","4"
