"session","created","modified","ended","expired","pPROLIFIC_PID","pSTUDY_ID","pSESSION_ID","cakeL1Response","cakeL2Response","cakeL3Response","cakeL4Response","cakeL5Response","movieL1Response","movieL2Response","movieL3Response","movieL4Response","movieL5Response","podcastL1Response","podcastL2Response","podcastL3Response","podcastL4Response","podcastL5Response","attentionCheck"
"96wTeF56RNuQwkXxQeF1fni2ZrbTzULfGZSvVqiMIO6Xk-Wt3o6vn2teeiQYeq4L","2022-01-16 18:03:18","","","","","","","","","","","","","","","","","","","","","",""
"SMg1pgMMYtYx4zbgfVg-FQEPHQRPkTvs8WAa_RgHneNWgwU6q-D7py28CXchOrzC","2022-01-16 18:03:19","","","","","","","","","","","","","","","","","","","","","",""
"aZzjo4gzwWX5-Xb8jHSxDnE6aHNI2QN5MsjXmPcXCrDx-B4rf2Ljp94g9JrCXuRY","2022-01-16 18:04:07","2022-01-16 18:17:19","2022-01-16 18:17:19","","5f9a82a7cce6231927ccdfca","61e367685623b9b3189455fa","61e4500058930c3c2956b3c1","20","25","35","55","70","150","160","170","200","200","30","60","60","120","120","4"
"FggYTETA_6M06cTglWdPBwSOmwQgrdK75SagrQiceW0qyrOB2Qvk09PM3CS7phtS","2022-01-16 18:05:00","2022-01-16 18:08:38","2022-01-16 18:08:38","","5fb060c3a72a8c437a30e49d","61e367685623b9b3189455fa","61e4503a9c504bfff5f73c50","15","20","40","50","75","45","50","65","90","105","16","35","60","80","110","4"
"NRivFxLztNGomvxI1uiX3l6TsdAyOk96EQIhGhupdSBN3SpN-PJDaKmoeX2MEjSr","2022-01-16 18:05:16","2022-01-16 18:09:52","2022-01-16 18:09:52","","60969ca02b17e04e5c89b27c","61e367685623b9b3189455fa","61e45045a9d5be86d33f2a6b","10","20","50","65","100","45","60","80","110","115","20","45","60","85","120","4"
"7KNEmaYZEiP4Yl2AFHAQpc1zZ6uF6YJiXRXaJ9oiRT0Qzv4-Sp4Psbx4hYcZ9VH-","2022-01-16 18:05:48","2022-01-16 18:08:42","2022-01-16 18:08:42","","60ef14df0e4b2fd0932b452f","61e367685623b9b3189455fa","61e45063f7a5d43b7ecd9246","30","30","55","55","75","30","45","60","85","100","15","30","55","75","105","4"
"36EPE_yKzDxBJ4BOwykJufPKaWgviutUUp0-h_CAg_CDZmc8r047jWAadEW73_gl","2022-01-16 18:07:37","2022-01-16 18:10:07","2022-01-16 18:10:07","","61bb378240db417c1a138a82","61e367685623b9b3189455fa","61e450d3202c2d919ba3c550","13","22","37","52","71","90","90","120","120","120","20","35","60","80","110","4"
"TSsvp92yc1jDlSWlXFF7_v9VA0kabGebjahPUMye2Md7tapNSezxJ2bIlRc-FbxN","2022-01-16 18:07:38","2022-01-16 18:10:20","2022-01-16 18:10:20","","5f1732153f88740671925041","61e367685623b9b3189455fa","61e450d68e0f3b811498a8b3","12","21","35","50","70","35","50","70","90","120","16","31","56","76","106","4"
"6D6G2a5vYKoKAq7b-C2coiXQSgtCcyIYL6ffJy86ucrnt9f6PbJZn6Xph5_2ZQDg","2022-01-16 18:09:50","2022-01-16 18:14:20","2022-01-16 18:14:20","","58af11ad66e4640001c547b5","61e367685623b9b3189455fa","61e4515112062a883ec91f02","13","26","40","60","85","32","45","60","90","110","16","30","60","78","110","4"
"WYdmAygjhDbwit_AD11o9yS0hhXrdXdFznEMXD705aE94OBztNXTUz_-MNQWbYPq","2022-01-16 18:10:13","2022-01-16 18:14:24","2022-01-16 18:14:24","","60c3c8f790736ad8d329816b","61e367685623b9b3189455fa","61e451701e377ed047dec32e","15","20","35","50","70","45","55","70","95","110","17","32","57","77","107","4"
"tEl1auv_b3ANv__UoHBLoNXKZpCxe6ciqWCSd0NRRAjpktC3GIIjQFR5YIIfuaN0","2022-01-16 18:11:23","2022-01-16 18:15:30","2022-01-16 18:15:30","","5b3d6a9ec2aa1000017781a0","61e367685623b9b3189455fa","61e451af3b536dbd9dd53020","20","35","55","60","90","60","75","90","120","150","20","45","75","100","150","4"
"n6U_-Vo28PAN3u73yAqn6BQpPG2ZRCOmSA9kNjVJhHOQl0XiBRtZI3A4Ny5frMHT","2022-01-16 18:12:43","2022-01-16 18:14:45","2022-01-16 18:14:45","","60ec2898e98488fc6b9d0aa6","61e367685623b9b3189455fa","61e4518d44e0c95559441c4f","10","20","35","50","70","120","120","150","160","160","17","31","56","78","106","4"
"wgI6-IDvzXyJYhU9SE2GVc-iguZ_9OkbDY3GrQz2Eyzpo63Wc66YLd_xz4El4vig","2022-01-16 18:13:46","2022-01-16 18:16:30","2022-01-16 18:16:30","","613763239433def8182ab664","61e367685623b9b3189455fa","61e452419db433c29209ba28","15","25","40","55","75","90","120","120","120","150","20","40","60","80","115","4"
"Qx8b6gmFxCGbqY_Rq1uqPmWEl6-FomY_HL4_ET3kJyv3VjG9w1av7a0Z9MwzBCAJ","2022-01-16 18:14:06","2022-01-16 18:21:57","2022-01-16 18:21:57","","5fb044fe0750f43f0ce36f91","61e367685623b9b3189455fa","61e452531be148e6806f8468","12","30","60","60","90","120","135","135","150","180","20","30","60","90","120","4"
"uL0eXmpyIAxFGVC8zZrqyFW1JrLocy5ZawXqtVUt-egMvROLbrjXTYnySYmCCbWp","2022-01-16 18:14:12","2022-01-16 18:17:11","2022-01-16 18:17:11","","5ec87a461f24ee18ff19b899","61e367685623b9b3189455fa","61e452624afd6a7452d12d4c","15","30","50","50","75","120","90","120","120","200","45","40","60","80","120","4"
"WIALF7VTCyVWLnRtXJAzLdEwWJn7cpNBKfOJyGp_b_pXy9YAF0Pnhew5f50y5x2h","2022-01-16 18:14:43","2022-01-16 18:25:06","2022-01-16 18:25:06","","5e57bf76eff1680266519b35","61e367685623b9b3189455fa","61e4527cbd6f3a03c4c039d2","10","30","40","60","70","120","120","120","120","120","15","30","60","80","105","4"
"jB-gsT0DoSXq6XqWAyTdXTUB7CNngofxAu_wCGpKuqtTpoEDzer_mfZ2k61CJGCB","2022-01-16 18:15:41","2022-01-16 18:18:20","2022-01-16 18:18:20","","60e87567903999ca57a5f673","61e367685623b9b3189455fa","61e452b7dfdd701de852b6b1","15","20","35","55","75","90","90","90","90","110","17","32","60","80","115","4"
"RLyDlmV9oDwnslmOMDqa9WMCD4aThlF7R7fjZ4DBMVj1LKVgr20g08M2O_mdyq-i","2022-01-16 18:17:12","2022-01-16 18:19:48","2022-01-16 18:19:48","","614f7fa72284cc56c37bd6ed","61e367685623b9b3189455fa","61e4530d5fa7e602b09e289e","15","25","40","55","75","40","50","70","85","110","15","30","55","75","105","4"
"qNvz_3mOwFCRKgpwhm3PrxaSTzJje4ISRAJheILWAPeOcLRgbONmlEngX7DspaTy","2022-01-16 18:18:48","2022-01-16 18:21:14","2022-01-16 18:21:14","","6161952a72d3896778151398","61e367685623b9b3189455fa","61e453741ea17b0ac0d147d3","15","25","40","55","75","120","120","180","180","200","15","30","55","75","105","4"
"cG7L00kt8qNwlbozLaoz6evp1-UonxrgrrfBwJcKemUv9Hl5f2-bxR_mkOlX3yna","2022-01-16 18:19:36","2022-01-16 18:23:47","2022-01-16 18:23:47","","60f78492554cd752f5e1f95c","61e367685623b9b3189455fa","61e453a59270ee602f0e47ac","13","25","40","55","90","90","90","65","90","115","16","35","60","85","120","4"
"G8apvZYJ0UVNFXr23H5hiR1STfEWnzFEHjditnVQLDt2vsRE-UznrTjwyM8uCRHh","2022-01-16 18:20:14","2022-01-16 18:22:29","2022-01-16 18:22:29","","5559a3a1fdf99b514bba308e","61e367685623b9b3189455fa","61e453c90f0020952d52c0f7","15","30","35","50","70","60","65","70","90","120","30","40","65","80","120","4"
"Vkd7Sr2nKLU8v8nKovGf_k1cKnb_wAz05qlwGIZ2frffzBss7ZtQuZ2NoWl9N65a","2022-01-16 18:21:21","2022-01-16 18:24:02","2022-01-16 18:24:02","","5efbc04abf9f7016e52f90a1","61e367685623b9b3189455fa","61e4540aca35d8d176f9c4e8","30","40","45","60","100","60","120","145","210","200","15","30","55","75","105","4"
"8LiHnE2HVJyuH2JU8qQEvtXg6tTcN8H3ozLoaNnt0IpZoX2JPCvARhnkfUeiViM8","2022-01-16 18:23:57","2022-01-16 18:29:10","2022-01-16 18:29:10","","61007ac6f4adb049713c3a00","61e367685623b9b3189455fa","61e454a62d23e777a3043a3e","25","25","38","55","70","35","50","68","90","105","16","31","56","75","105","4"
"ldsIE_D--bSUGdgB90a13ldKTSPUFu5CLKGWkjwFMwynrIKu8xm1OCzKg0ZyMntE","2022-01-16 18:24:03","2022-01-16 18:27:00","2022-01-16 18:27:00","","6029036ded258d7efd5b1468","61e367685623b9b3189455fa","61e45404be9f647dc7032b42","20","20","35","50","120","240","240","240","240","240","16","31","56","76","105","4"
"X0pQ9hB02c2aO8EB9H-Rx6hxPziamNfawe9Xf1ON8XKRqRJyj9rkr2EtnRPUOOVf","2022-01-16 18:25:11","2022-01-16 18:27:15","2022-01-16 18:27:15","","615dd05aa21ce3e860addee5","61e367685623b9b3189455fa","61e454f13922eec1f52b9eb9","12","25","40","60","75","90","90","90","120","120","30","30","60","90","120","4"
"Jj0zExQzCWRPIZJD1BTJkzMfx4rYs_w_uljvzPyYYryuqHt1LwepHOgP4Zq1HLVC","2022-01-16 18:26:03","2022-01-16 18:28:18","2022-01-16 18:28:18","","5edd2225676334a0e631b7d0","61e367685623b9b3189455fa","61e455278084ecea166cc176","25","25","45","60","80","35","50","65","87","105","15","31","57","75","106","4"
"DbQ_vPD7W5eyNc9NM4gFUnMDMnKdKMR5Fpi4WfkDf3VpKggtu0bxAlKxLW1hBjyE","2022-01-16 18:26:15","2022-01-16 18:28:21","2022-01-16 18:28:21","","5bf6fc936c445d0001aeba98","61e367685623b9b3189455fa","61e4552b70089c9659b0ce93","18","22","40","60","75","90","90","90","90","105","16","32","57","77","105","4"
"chiyEnVg4F29mLHJjJhpiscrsOXGBK5eQKjF7skxqyCwa2_eYN-8dsFmhGDl6WYb","2022-01-16 18:26:31","2022-01-16 18:29:19","2022-01-16 18:29:19","","5f064b48033a891afd38485f","61e367685623b9b3189455fa","61e4553f796c8fc1fadbbc21","12","24","40","55","75","120","145","120","100","145","20","35","60","80","110","4"
"zw0c-hgjtSvtBf0u3sd4NGqkuV_YxHM-AGw7bRuoTaFWlZyWZpxLCVmOisDXdHmP","2022-01-16 18:26:58","2022-01-16 18:32:21","2022-01-16 18:32:21","","57e17bdc1334540001170aa0","61e367685623b9b3189455fa","61e4555cf8de18b028fdd6a9","30","25","40","50","75","30","45","60","85","100","18","33","60","78","107","4"
"lZz8QwKdZyylBYCzHMWlmYtiICQZrkKcw8Eiy4rrD5qJePZ2AqbLiFx7ZtJZoAMt","2022-01-16 18:27:25","2022-01-16 18:36:24","2022-01-16 18:36:24","","5ed41f324bb0172bad040a7f","61e367685623b9b3189455fa","61e45575776c2841da9bdf76","15","25","40","55","75","40","55","70","95","110","25","45","105","85","115","4"
"1gEhFRNnznWA-8mJUVfs-iTofAvUobj3ygyhnbj0hU_LAFOr_Fj5K_3BVpf3ke4o","2022-01-16 18:27:30","2022-01-16 18:31:03","2022-01-16 18:31:03","","5ad172013a859300016c57c8","61e367685623b9b3189455fa","61e4557ebb93f358efaab5d6","25","30","45","60","70","90","90","120","120","200","30","45","60","90","110","4"
"vyOSBBl0twXBr7rroOnWfR1PuzCXQ2bWHczZij3ck0iKY8GXdTfa2kK99AwkPmVr","2022-01-16 18:28:44","2022-01-16 18:32:19","2022-01-16 18:32:19","","6108f7876d88d5079619afca","61e367685623b9b3189455fa","61e455c46491e61a6a6a7da9","40","40","45","60","90","90","90","90","90","120","15","30","55","75","105","4"
"ljwVTbIOeSKu_K9Daff6pHJkCPhl1byoTY3zquvsucFIh-oz__i1javMhhwASQRu","2022-01-16 18:29:57","2022-01-16 18:32:14","2022-01-16 18:32:14","","5ab8be12e1546900019b7113","61e367685623b9b3189455fa","61e4560d927e3673cbf0e11a","30","30","40","60","75","90","90","120","130","160","16","31","60","80","110","4"
"eT8HHMGq6Xa8pyhwTXklOkAKnpZUQIpmkSnlg3j-D_bXRUILmjf4Mfr6S3M6lEmv","2022-01-16 18:29:59","","","","","","","","","","","","","","","","","","","","","",""
"EhLWjz0F2JMIJFcSrz2bV7CVb8mtt1_2JgPQtmbIs-tyKx1Idq4ShUjLZnF5eN0D","2022-01-16 18:30:04","","","","","","","","","","","","","","","","","","","","","",""
"_J3yL0PvCNR8C-zffvtAH_2BoBjPdQhvf35zAyIBIV2qzat_uBttM66N0opa_S-D","2022-01-16 18:30:35","2022-01-16 18:34:06","2022-01-16 18:34:06","","5c2fa1bb89f0350001764f0b","61e367685623b9b3189455fa","61e456389adfabd386c25921","45","45","45","50","70","120","120","120","85","100","15","30","55","75","105","4"
"xgSDID32TKelgpnV4axPOF7gDlN9ncd8g-Q5pjbhBCT208bh3U4ZqGqHecxs3LUg","2022-01-16 18:30:42","2022-01-16 18:32:40","2022-01-16 18:32:40","","5e9a7f47453cfc000a735466","61e367685623b9b3189455fa","61e45632be9f647dc7032b5b","12","21","36","51","71","120","160","200","200","180","15","30","55","75","105","4"
"Bq0wWQwTkslhm_erDaBEsc06M6yjC79sY3lDnRDX0WEhNwvbPWBVHlATnl82v-19","2022-01-16 18:30:44","2022-01-16 18:32:50","2022-01-16 18:32:50","","6065641fcd92b6328a54163f","61e367685623b9b3189455fa","61e4564258f831b369c975e7","35","35","35","60","80","95","95","105","105","105","17","32","57","77","107","4"
"77ncvwmmKMssfTr9JYp1tD5Wzi5rrNxxFR4mouEN2GnnZe9Qx0G-eIJ0l9qXunOE","2022-01-16 18:30:57","2022-01-16 18:35:58","2022-01-16 18:35:58","","606de51cd79393b0fee9ea68","61e367685623b9b3189455fa","61e4564e2e7533624704a1f3","30","30","40","50","70","90","120","120","120","170","20","40","60","80","115","4"
"pSwt90jfN2tt9IVnANvDefnDWlkGBbLTccO9F65bxlmJSP5TxmoP7hlF4qzpyhl1","2022-01-16 18:31:28","2022-01-16 18:34:01","2022-01-16 18:34:01","","604ebf3b6f4aaf9f36056ecb","61e367685623b9b3189455fa","61e4566c2c593ecd46287f31","20","25","40","50","70","120","120","120","120","110","17","30","60","75","105","4"
"374KCYJ9P-BuC1nBWpP8cvRoKF2DARGjc9FwnBJ6o9SS8uO7Aorz3gfFiBWX_Mqe","2022-01-16 18:31:31","2022-01-16 18:41:18","2022-01-16 18:41:18","","60f386f17b94bf5d077e0829","61e367685623b9b3189455fa","61e4565d39c61e05eb49330c","20","20","40","55","75","45","50","70","105","110","18","35","60","80","110","4"
"o-H8HNwznTUlGtpfS34HobnjhjYYolIQjEl_ycMuWYHLFk2UrxgsTN-jvmnhiRal","2022-01-16 18:32:04","2022-01-16 18:36:19","2022-01-16 18:36:19","","610047a3267e972dd2ccc5ac","61e367685623b9b3189455fa","61e4568f29758671f6fcc521","15","25","40","50","75","90","90","90","90","105","16","31","56","76","106","4"
"lbhx1kw2aw4zt4bv7FegyvHS7-at7CGNQGuvvBqObg9NvTgE2ndiLztuOdStoBou","2022-01-16 18:32:16","2022-01-16 18:34:35","2022-01-16 18:34:35","","6109ea0908de0f60cda1748c","61e367685623b9b3189455fa","61e4569adc3d89c67e5042dc","15","25","40","55","75","30","45","60","85","100","17","32","57","77","107","4"
"Zl5AiNevh7jMLTvq9UmgJKcxaLIkHsdNQnxaax5A7pPItje-JwiDfmCQlMK436p2","2022-01-16 18:33:52","2022-01-16 18:51:13","2022-01-16 18:51:13","","5fb256534e96ca7f1e7ede74","61e367685623b9b3189455fa","61e456fdae6ba975286cd0dc","45","35","50","55","80","100","115","120","125","105","20","35","70","85","115","4"
"Q1RcMfZXoXTdg-h8Lm-mCEONujTps3QfdB9JeBMaGXDTPTFW10eqPYzCxI9sVvIQ","2022-01-16 18:33:55","2022-01-16 18:36:18","2022-01-16 18:36:18","","5f0df4e79f8ab807f164bf6e","61e367685623b9b3189455fa","61e456fe059c77f5a9002542","12","22","36","52","72","37","50","68","90","102","16","30","55","75","105","4"
"cPUiIfhLHELmO0n22v52nn5kEn7OCyvR__cOtxyHnYupmKpjwmQJO3wtk2NiB7hZ","2022-01-16 18:34:00","2022-01-16 18:45:18","2022-01-16 18:45:18","","60a5a599bbb27be1974dae25","61e367685623b9b3189455fa","61e4570476cf3ec2ea20f4ce","20","20","40","50","70","120","120","120","120","120","17","50","60","75","120","4"
"RJz4iS2ZbvlAVtFvlWl3Os7CwNyMLOdYjaMcpmWTpjSdcEYmtaJX84HHUre0Je1D","2022-01-16 18:34:02","2022-01-16 18:39:47","2022-01-16 18:39:47","","60ff03e559fa30b00ce07e8f","61e367685623b9b3189455fa","61e457015ba7a3a42a91f9a2","20","30","35","60","90","60","90","120","180","120","30","30","60","90","120","4"
"-DwjokPhOE7lvyZ8t9OL3M-vgxNbNkFSBCLXyzqwXCP8-PPQ6fNxlPyE9yM8c7SR","2022-01-16 18:34:02","2022-01-16 18:39:40","2022-01-16 18:39:40","","60db58fae6293c658d09cf7a","61e367685623b9b3189455fa","61e457071db9237627e62d6f","20","25","40","52","70","35","50","70","95","100","15","30","55","75","105","4"
"_KvSrfLRJ0ULA820n8EHwNk6huHlb-5RO6_FwUvyeVcV2622_47jZx7tqzdLV8wQ","2022-01-16 18:34:31","2022-01-16 18:54:43","2022-01-16 18:54:43","","5e853ff6367050000b3520d1","61e367685623b9b3189455fa","61e45724005d96d4a6d4d70d","10","36","40","60","90","30","45","120","170","200","20","35","60","80","110","4"
"AH3LprVvp0lG6r9k1zvgIgdgtbqZHUAmk41WKwlga9vT8W8_jiP76D7nx4Wjm8Lx","2022-01-16 18:34:31","2022-01-16 18:38:02","2022-01-16 18:38:02","","5ff15763e1506a0cb4cdeda7","61e367685623b9b3189455fa","61e45723200711b47c26d4da","13","22","35","50","70","105","125","125","120","100","17","31","61","75","105","4"
"YPLSHIRMUazS-Russxbd2Y1E9sMFHe6L6ZSgKnlngsi5VnvpZQwByVzMksv_7YeS","2022-01-16 18:34:34","2022-01-16 18:38:14","2022-01-16 18:38:14","","5c43c8943526c80001fca34f","61e367685623b9b3189455fa","61e457266add63bee02f64ca","16","24","40","52","72","90","120","120","135","130","17","32","58","78","106","4"
"yVfjTYUeOeKDMm2xH4AdMAJmcCULfrCioDWGFUHH7ZM7cRbf6AgSZhi5GMt7Jsy0","2022-01-16 18:34:36","2022-01-16 18:38:42","2022-01-16 18:38:42","","6110ded96e40a3e2fe0ab4c4","61e367685623b9b3189455fa","61e457292e7533624704a200","12","22","37","52","72","90","120","180","240","180","17","32","57","77","107","4"
"alJQ65EOKsU3lNdmUP_TaDN_i0eudbkeiljinnENGMNk7x0xqUADsI1Q7PhpLaGY","2022-01-16 18:34:37","2022-01-16 18:37:08","2022-01-16 18:37:08","","614e497939b9b53a6013f7b0","61e367685623b9b3189455fa","61e45729e213001b7f668007","30","30","36","50","70","100","100","100","90","105","15","30","55","75","105","4"
"MkTLcHEHxZUreQGlXQz2izgylBa1eeM8fwqB9NwOsmrAiUTwFalGx_1epIVLIPEu","2022-01-16 18:34:44","2022-01-16 18:37:17","2022-01-16 18:37:17","","6107e7e66c380fe326a564cb","61e367685623b9b3189455fa","61e4572e6496c877ac297d3c","18","24","36","50","70","120","120","120","90","110","18","33","60","85","110","4"
"Bgj2SFnjXr1byM0J8MO6VInQI0Osi9SXdKtQi18HRNXjeRlRb1ZZIIIn2eSUV9k_","2022-01-16 18:34:46","","","","","","","","","","","","","","","","","","","","","",""
"VtikAP3_FtNhQNXiHr8h-V5pBWGiDc3_E1jhih2M3cUdbWkn83mOUD3Wk7GNLUX2","2022-01-16 18:34:58","2022-01-16 18:42:29","2022-01-16 18:42:29","","60c33a1bde764fbff560a573","61e367685623b9b3189455fa","61e45740655b7d0fb608b025","20","30","40","60","80","120","180","180","100","100","17","35","61","82","112","4"
"6fyP7pgvaCp4JVqkZFK6UYNF0cRoL4WCQU6nMPQ82E15PfFK7Sr_2wFI3H_X01gl","2022-01-16 18:35:26","2022-01-16 18:38:27","2022-01-16 18:38:27","","61081ee4b500b7b300b30534","61e367685623b9b3189455fa","61e45759de9b4b9945dd87df","30","30","40","55","70","35","50","65","90","105","15","30","55","75","105","4"
"Sm9wvu4vRDZk1koGmsy0_dSIM1jh4pMViaD_f8fUhAXnbJRH-f1ayCNkw2FYNNit","2022-01-16 18:35:34","2022-01-16 18:39:10","2022-01-16 18:39:10","","5cd74735c78b7d0001f9b364","61e367685623b9b3189455fa","61e45763d4e8c8dfeaa23721","10","20","35","50","70","90","90","90","90","105","15","30","60","75","105","4"
"2gDDEYipg0RLLYBbI3GP4arhVU86UIMFL08-TVVGLSoW6pF4euipDouknrYDyEEL","2022-01-16 18:35:36","2022-01-16 18:38:54","2022-01-16 18:38:54","","61555b454773f93e9e3d617b","61e367685623b9b3189455fa","61e457663fc7daeba9d54c41","30","30","50","80","90","120","120","120","120","120","20","35","60","80","110","4"
"TrY-DY2kUgBoCrAQD1Orl8jg_b6Y4vO4zS-v_Ymyt_qt-an7vqdLuSuLTHL7ZcPu","2022-01-16 18:36:21","2022-01-16 18:40:22","2022-01-16 18:40:22","","5996025a5f49420001cafcdc","61e367685623b9b3189455fa","61e45783b706376771add30d","20","20","35","50","75","90","90","90","90","120","16","31","56","76","106","4"
"F-qLcEXu4A7Zb0VskmKJbmEM2W4Qq_xc0SJlXh3hHh02-fYPHh4WLDPgB1ce_COL","2022-01-16 18:36:35","2022-01-16 18:42:51","2022-01-16 18:42:51","","60c274cd05f9e09eb595b777","61e367685623b9b3189455fa","61e4579d675e39055fbcd66c","38","40","50","60","75","45","65","75","95","115","20","45","65","90","120","4"
"TZ4N79AHraCvDcI9Oc0IR9BZjXSGafRRaYBz8uyPk5KDSu89PFDVnubyxqzaH8Ay","2022-01-16 18:36:49","2022-01-16 18:39:08","2022-01-16 18:39:08","","61001bf99a534440d8563358","61e367685623b9b3189455fa","61e457ab83dd40b168c7b153","12","22","37","53","73","30","45","60","85","100","18","35","60","85","115","4"
"MkpgUV7tA_Z-3fyYYELqNmF6_cj4Y4A1bFxQbz1vb5BjqwUC-Oye8PG9M_2-l2t0","2022-01-16 18:37:01","2022-01-16 18:41:23","2022-01-16 18:41:23","","610bd3eaf778186eede50f1f","61e367685623b9b3189455fa","61e457b8711df349b3d65509","45","45","45","50","70","90","90","75","120","100","19","35","65","80","107","4"
"Or5yWhMQrTWZ2oiIic4809A-Px0wyaYljjKbvKXZw_urYvsC-K-tDfXjkZkmb5UT","2022-01-16 18:37:55","2022-01-16 18:41:31","2022-01-16 18:41:31","","60fd93758195ad6272976c84","61e367685623b9b3189455fa","61e457ee1bcc39179886d9a5","60","50","40","50","80","35","50","65","100","110","20","35","60","80","115","4"
"B53TUaU70CAMAmewKrrRLKGu248XyLoj49aKzO-900dz66ZoL4qto0jyzH5lvAWB","2022-01-16 18:38:21","2022-01-16 18:46:03","2022-01-16 18:46:03","","616ef5825430c20775b0af29","61e367685623b9b3189455fa","61e457f384c7836094011c0c","20","30","40","60","80","60","120","150","180","190","15","30","55","75","105","4"
"J7kLN1QALAEPaqzjvI5VFBgbwvlHYcjRoA5Enf-XqEcCi3QBtyTFkH3F4hVYm5BW","2022-01-16 18:38:34","2022-01-16 18:42:03","2022-01-16 18:42:03","","5caa534a19731a00190bb935","61e367685623b9b3189455fa","61e45807a4bc6f4efe93ba0d","10","20","35","50","70","30","45","60","85","100","15","30","55","75","105","4"
"RWKjVjGPe1mtYBauygoZ8Oz0-4MVSDJJGtr863ZDM4Ru3334jF2FF1A2iDaJb7w9","2022-01-16 18:38:34","2022-01-16 18:40:48","2022-01-16 18:40:48","","5ec885ed5583f336538f0a23","61e367685623b9b3189455fa","61e45816d917747c2a972b70","20","25","40","50","70","30","90","120","90","120","15","30","55","75","105","4"
"xJ5GxBJD0og0zMMXcaYqtSSUXQeX0hW4VjXG3pDkMVea5NDXsHiHND9p6WnG1vMa","2022-01-16 18:38:41","2022-01-16 18:41:59","2022-01-16 18:41:59","","5a69d77a56585a0001633482","61e367685623b9b3189455fa","61e4581f1db9237627e62d77","15","30","40","60","75","32","48","65","90","105","17","33","60","80","110","4"
"jbMNAejt-JDW_kCuH29w1tq0ElPV19a9XaKJprEUgKJbANq9l0QqwL-Xk2S2wL5-","2022-01-16 18:38:51","2022-01-16 18:41:57","2022-01-16 18:41:57","","6109b390f751869e6d94dea5","61e367685623b9b3189455fa","61e45825d4e8c8dfeaa2372d","12","25","40","60","90","60","60","60","85","100","16","31","60","80","110","4"
"l94oFdIRw-b7WML_0aKMBqkiCqInJMr4iK-MPBMUPZg0oZTUz2_ESfUYOx_9ry6S","2022-01-16 18:40:12","2022-01-16 18:44:14","2022-01-16 18:44:14","","5a577dd9e0cf3d000126491a","61e367685623b9b3189455fa","61e458738df5c0e0c6ff1317","20","25","38","50","70","80","90","90","120","100","30","45","60","80","110","4"
"MOxCkwuO0EmCQG23w_nGQd_DlPLWpzLZzrOPgzJ9krINrPg-CguMkRDtW0lfY4rl","2022-01-16 18:41:23","2022-01-16 18:44:06","2022-01-16 18:44:06","","6063a3fd79f4debb67ffdb23","61e367685623b9b3189455fa","61e458aede65e8752dec6564","20","30","40","60","80","90","90","60","85","100","15","30","55","75","105","4"
"jxs5mKlHT5TeUd5vzKgSLB9xFlE3oIn3ispbhNgUOUYsmcwQFfQhJDyoVpxX4W8g","2022-01-16 18:41:24","2022-01-16 18:44:23","2022-01-16 18:44:23","","60ff0243afb00b892c6be324","61e367685623b9b3189455fa","61e458bcda5d44ad01e18737","45","45","45","50","70","160","160","160","160","160","15","30","55","75","105","4"
"TPHA2u6NKK_a4vgRPbH2s0SLtiZYLvtLKz0z4ek3lNgg9f6C9PwYiSrURbw9qAxt","2022-01-16 18:42:03","2022-01-16 18:46:19","2022-01-16 18:46:19","","5b6b63181b61b60001bbc720","61e367685623b9b3189455fa","61e458e4ed48e87cd8f5a9fb","30","30","36","55","70","90","90","90","90","105","18","32","58","79","108","4"
"K8d4GavLN7HRVi1kGLLnmU6fn6Iq0prjkbUyQM8ZEhIeplBChGlDXkPk_tCgGfqP","2022-01-16 18:42:10","2022-01-16 18:45:52","2022-01-16 18:45:52","","5e8df909e9fe6208d93321a9","61e367685623b9b3189455fa","61e45803b6f3f41e60655fc4","12","25","40","55","73","122","130","148","170","200","20","60","120","135","140","4"
"SxhOT1mzJAUb3xxO1uAs2R4KwW0SFgnDSKWEE78oH45t_KdZ6xgjresP_al6VQWC","2022-01-16 18:42:36","2022-01-16 18:45:08","2022-01-16 18:45:08","","5e167aa29195c6c5bd83b031","61e367685623b9b3189455fa","61e45908184e7fa66d6ffd33","30","30","40","55","80","120","120","120","150","150","17","33","60","90","120","4"
"k4ubMKVM6NatCBrPBjMGcP2RF02kNDTd8wg6yp27QLMHFAZcrys0FqCtOjZwEeep","2022-01-16 18:44:16","2022-01-16 18:46:46","2022-01-16 18:46:46","","615036cf3ff1723945a2710b","61e367685623b9b3189455fa","61e4596a483c350a672e6e22","12","22","37","52","72","30","45","60","85","100","17","32","57","77","107","4"
"mhbmNYbipd2U1jIZLyxwWDcHvlAT4lK4KBzFfsLkppVehdi_zq5CB_2Y8UBF6-bs","2022-01-16 18:44:39","2022-01-16 18:47:10","2022-01-16 18:47:10","","60524a9ece19f6b376473cf7","61e367685623b9b3189455fa","61e45983b25b008f5e90de4e","35","35","35","50","70","180","200","220","240","240","15","30","55","75","105","4"
"M-ZHqlE7LmDitEq7qIC3wlH8IY74rIgAfglQWfCLVswfdEYYCd3OEIlK725CoqJ_","2022-01-16 18:45:31","2022-01-16 18:54:20","2022-01-16 18:54:20","","616326a20970334859e5230d","61e367685623b9b3189455fa","61e459a6015805c1a3945721","20","30","35","50","70","35","48","63","88","103","16","32","58","78","109","4"
