"Subject","Story","Level","Context","Prediction","T_val","z_score"
148,"podcast",3,"Social",55,55,0.578296519336451
148,"podcast",4,"Social",75,75,0.624501358171753
148,"podcast",5,"Social",105,105,0.763421441466593
149,"podcast",1,"Social",17,15,0.288363036962602
149,"podcast",2,"Social",33,30,0.171142189005871
149,"podcast",3,"Social",58,55,0.155152724700024
149,"podcast",4,"Social",80,75,0.0533110915512474
149,"podcast",5,"Social",110,105,0.00719239581462472
150,"podcast",1,"Social",15,15,0.555365848965011
150,"podcast",2,"Social",35,30,0.127361629027624
150,"podcast",3,"Social",60,55,0.126943138390928
150,"podcast",4,"Social",80,75,0.0533110915512474
150,"podcast",5,"Social",110,105,0.00719239581462472
1,"cake",1,"Non-Social",10,10,1.25585264148823
1,"cake",2,"Non-Social",25,20,0.658261316335339
1,"cake",3,"Non-Social",40,35,0.362865512812333
1,"cake",4,"Non-Social",60,50,0.0287515555826058
1,"cake",5,"Non-Social",80,70,0.409019708825142
2,"cake",1,"Non-Social",20,10,0.65990864837455
2,"cake",2,"Non-Social",20,20,1.01941419654858
2,"cake",3,"Non-Social",50,35,0.206484141181913
2,"cake",4,"Non-Social",50,50,0.951415112006217
2,"cake",5,"Non-Social",80,70,0.409019708825142
3,"cake",1,"Non-Social",40,10,0.531979337852813
3,"cake",2,"Non-Social",40,20,0.425197324304392
3,"cake",3,"Non-Social",40,35,0.362865512812333
3,"cake",4,"Non-Social",60,50,0.0287515555826058
3,"cake",5,"Non-Social",90,70,0.16490878812314
4,"cake",1,"Non-Social",20,10,0.65990864837455
4,"cake",2,"Non-Social",20,20,1.01941419654858
4,"cake",3,"Non-Social",40,35,0.362865512812333
4,"cake",4,"Non-Social",50,50,0.951415112006217
4,"cake",5,"Non-Social",70,70,0.982948205773424
5,"cake",1,"Non-Social",30,10,0.0639646552608685
5,"cake",2,"Non-Social",30,20,0.297108436122095
5,"cake",3,"Non-Social",35,35,0.647540339809457
5,"cake",4,"Non-Social",51,50,0.853398445247334
5,"cake",5,"Non-Social",80,70,0.409019708825142
6,"cake",1,"Non-Social",40,10,0.531979337852813
6,"cake",2,"Non-Social",40,20,0.425197324304392
6,"cake",3,"Non-Social",40,35,0.362865512812333
6,"cake",4,"Non-Social",60,50,0.0287515555826058
6,"cake",5,"Non-Social",100,70,0.738837285071421
7,"cake",1,"Non-Social",10,10,1.25585264148823
7,"cake",2,"Non-Social",20,20,1.01941419654858
7,"cake",3,"Non-Social",35,35,0.647540339809457
7,"cake",4,"Non-Social",50,50,0.951415112006217
7,"cake",5,"Non-Social",120,70,1.88669427896798
8,"cake",1,"Non-Social",25,10,0.361936651817709
8,"cake",2,"Non-Social",21,20,0.947183620505934
8,"cake",3,"Non-Social",35,35,0.647540339809457
8,"cake",4,"Non-Social",50,50,0.951415112006217
8,"cake",5,"Non-Social",70,70,0.982948205773424
9,"cake",1,"Non-Social",30,10,0.0639646552608685
9,"cake",2,"Non-Social",30,20,0.297108436122095
9,"cake",3,"Non-Social",40,35,0.362865512812333
9,"cake",4,"Non-Social",90,50,2.96925155834907
9,"cake",5,"Non-Social",80,70,0.409019708825142
10,"cake",1,"Non-Social",30,10,0.0639646552608685
10,"cake",2,"Non-Social",30,20,0.297108436122095
10,"cake",3,"Non-Social",45,35,0.07819068581521
10,"cake",4,"Non-Social",60,50,0.0287515555826058
10,"cake",5,"Non-Social",120,70,1.88669427896798
11,"cake",1,"Non-Social",20,10,0.65990864837455
11,"cake",2,"Non-Social",30,20,0.297108436122095
11,"cake",3,"Non-Social",40,35,0.362865512812333
11,"cake",4,"Non-Social",50,50,0.951415112006217
11,"cake",5,"Non-Social",70,70,0.982948205773424
12,"cake",1,"Non-Social",25,10,0.361936651817709
12,"cake",2,"Non-Social",25,20,0.658261316335339
12,"cake",3,"Non-Social",35,35,0.647540339809457
12,"cake",4,"Non-Social",50,50,0.951415112006217
12,"cake",5,"Non-Social",70,70,0.982948205773424
13,"cake",1,"Non-Social",10,10,1.25585264148823
13,"cake",2,"Non-Social",20,20,1.01941419654858
13,"cake",3,"Non-Social",40,35,0.362865512812333
13,"cake",4,"Non-Social",60,50,0.0287515555826058
13,"cake",5,"Non-Social",80,70,0.409019708825142
14,"cake",1,"Non-Social",45,10,0.829951334409654
14,"cake",2,"Non-Social",35,20,0.0640444440911483
14,"cake",3,"Non-Social",50,35,0.206484141181913
14,"cake",4,"Non-Social",80,50,1.98908489076025
14,"cake",5,"Non-Social",90,70,0.16490878812314
15,"cake",1,"Non-Social",30,10,0.0639646552608685
15,"cake",2,"Non-Social",40,20,0.425197324304392
15,"cake",3,"Non-Social",60,35,0.77583379517616
15,"cake",4,"Non-Social",70,50,1.00891822317143
15,"cake",5,"Non-Social",100,70,0.738837285071421
16,"cake",1,"Non-Social",30,10,0.0639646552608685
16,"cake",2,"Non-Social",30,20,0.297108436122095
16,"cake",3,"Non-Social",40,35,0.362865512812333
16,"cake",4,"Non-Social",60,50,0.0287515555826058
16,"cake",5,"Non-Social",90,70,0.16490878812314
17,"cake",1,"Non-Social",50,10,1.12792333096649
17,"cake",2,"Non-Social",50,20,1.14750308473088
17,"cake",3,"Non-Social",50,35,0.206484141181913
17,"cake",4,"Non-Social",50,50,0.951415112006217
17,"cake",5,"Non-Social",80,70,0.409019708825142
18,"cake",1,"Non-Social",45,10,0.829951334409654
18,"cake",2,"Non-Social",40,20,0.425197324304392
18,"cake",3,"Non-Social",40,35,0.362865512812333
18,"cake",4,"Non-Social",60,50,0.0287515555826058
18,"cake",5,"Non-Social",120,70,1.88669427896798
19,"cake",1,"Non-Social",45,10,0.829951334409654
19,"cake",2,"Non-Social",45,20,0.786350204517635
19,"cake",3,"Non-Social",45,35,0.07819068581521
19,"cake",4,"Non-Social",60,50,0.0287515555826058
19,"cake",5,"Non-Social",75,70,0.695983957299283
20,"cake",1,"Non-Social",20,10,0.65990864837455
20,"cake",2,"Non-Social",30,20,0.297108436122095
20,"cake",3,"Non-Social",60,35,0.77583379517616
20,"cake",4,"Non-Social",60,50,0.0287515555826058
20,"cake",5,"Non-Social",120,70,1.88669427896798
21,"cake",1,"Non-Social",30,10,0.0639646552608685
21,"cake",2,"Non-Social",40,20,0.425197324304392
21,"cake",3,"Non-Social",55,35,0.491158968179037
21,"cake",4,"Non-Social",70,50,1.00891822317143
21,"cake",5,"Non-Social",90,70,0.16490878812314
22,"cake",1,"Non-Social",15,10,0.95788064493139
22,"cake",2,"Non-Social",25,20,0.658261316335339
22,"cake",3,"Non-Social",40,35,0.362865512812333
22,"cake",4,"Non-Social",60,50,0.0287515555826058
22,"cake",5,"Non-Social",90,70,0.16490878812314
23,"cake",1,"Non-Social",60,10,1.72386732408018
23,"cake",2,"Non-Social",60,20,1.86980884515737
23,"cake",3,"Non-Social",60,35,0.77583379517616
23,"cake",4,"Non-Social",60,50,0.0287515555826058
23,"cake",5,"Non-Social",90,70,0.16490878812314
24,"cake",1,"Non-Social",20,10,0.65990864837455
24,"cake",2,"Non-Social",25,20,0.658261316335339
24,"cake",3,"Non-Social",40,35,0.362865512812333
24,"cake",4,"Non-Social",55,50,0.461331778211805
24,"cake",5,"Non-Social",75,70,0.695983957299283
25,"cake",1,"Non-Social",40,10,0.531979337852813
25,"cake",2,"Non-Social",40,20,0.425197324304392
25,"cake",3,"Non-Social",40,35,0.362865512812333
25,"cake",4,"Non-Social",60,50,0.0287515555826058
25,"cake",5,"Non-Social",80,70,0.409019708825142
26,"cake",1,"Non-Social",45,10,0.829951334409654
26,"cake",2,"Non-Social",45,20,0.786350204517635
26,"cake",3,"Non-Social",45,35,0.07819068581521
26,"cake",4,"Non-Social",50,50,0.951415112006217
26,"cake",5,"Non-Social",70,70,0.982948205773424
27,"cake",1,"Non-Social",25,10,0.361936651817709
27,"cake",2,"Non-Social",25,20,0.658261316335339
27,"cake",3,"Non-Social",35,35,0.647540339809457
27,"cake",4,"Non-Social",50,50,0.951415112006217
27,"cake",5,"Non-Social",70,70,0.982948205773424
28,"cake",1,"Non-Social",40,10,0.531979337852813
28,"cake",2,"Non-Social",40,20,0.425197324304392
28,"cake",3,"Non-Social",45,35,0.07819068581521
28,"cake",4,"Non-Social",60,50,0.0287515555826058
28,"cake",5,"Non-Social",80,70,0.409019708825142
29,"cake",1,"Non-Social",15,10,0.95788064493139
29,"cake",2,"Non-Social",25,20,0.658261316335339
29,"cake",3,"Non-Social",40,35,0.362865512812333
29,"cake",4,"Non-Social",50,50,0.951415112006217
29,"cake",5,"Non-Social",72,70,0.868162506383767
30,"cake",1,"Non-Social",30,10,0.0639646552608685
30,"cake",2,"Non-Social",30,20,0.297108436122095
30,"cake",3,"Non-Social",40,35,0.362865512812333
30,"cake",4,"Non-Social",60,50,0.0287515555826058
30,"cake",5,"Non-Social",80,70,0.409019708825142
31,"cake",1,"Non-Social",40,10,0.531979337852813
31,"cake",2,"Non-Social",20,20,1.01941419654858
31,"cake",3,"Non-Social",45,35,0.07819068581521
31,"cake",4,"Non-Social",50,50,0.951415112006217
31,"cake",5,"Non-Social",75,70,0.695983957299283
32,"cake",1,"Non-Social",20,10,0.65990864837455
32,"cake",2,"Non-Social",25,20,0.658261316335339
32,"cake",3,"Non-Social",40,35,0.362865512812333
32,"cake",4,"Non-Social",60,50,0.0287515555826058
32,"cake",5,"Non-Social",90,70,0.16490878812314
33,"cake",1,"Non-Social",15,10,0.95788064493139
33,"cake",2,"Non-Social",25,20,0.658261316335339
33,"cake",3,"Non-Social",35,35,0.647540339809457
33,"cake",4,"Non-Social",50,50,0.951415112006217
33,"cake",5,"Non-Social",70,70,0.982948205773424
34,"cake",1,"Non-Social",40,10,0.531979337852813
34,"cake",2,"Non-Social",40,20,0.425197324304392
34,"cake",3,"Non-Social",40,35,0.362865512812333
34,"cake",4,"Non-Social",60,50,0.0287515555826058
34,"cake",5,"Non-Social",75,70,0.695983957299283
35,"cake",1,"Non-Social",20,10,0.65990864837455
35,"cake",2,"Non-Social",30,20,0.297108436122095
35,"cake",3,"Non-Social",40,35,0.362865512812333
35,"cake",4,"Non-Social",60,50,0.0287515555826058
35,"cake",5,"Non-Social",80,70,0.409019708825142
36,"cake",1,"Non-Social",10,10,1.25585264148823
36,"cake",2,"Non-Social",20,20,1.01941419654858
36,"cake",3,"Non-Social",35,35,0.647540339809457
36,"cake",4,"Non-Social",50,50,0.951415112006217
36,"cake",5,"Non-Social",70,70,0.982948205773424
37,"cake",1,"Non-Social",30,10,0.0639646552608685
37,"cake",2,"Non-Social",30,20,0.297108436122095
37,"cake",3,"Non-Social",45,35,0.07819068581521
37,"cake",4,"Non-Social",60,50,0.0287515555826058
37,"cake",5,"Non-Social",100,70,0.738837285071421
38,"cake",1,"Non-Social",25,10,0.361936651817709
38,"cake",2,"Non-Social",25,20,0.658261316335339
38,"cake",3,"Non-Social",45,35,0.07819068581521
38,"cake",4,"Non-Social",60,50,0.0287515555826058
38,"cake",5,"Non-Social",90,70,0.16490878812314
39,"cake",1,"Non-Social",10,10,1.25585264148823
39,"cake",2,"Non-Social",30,20,0.297108436122095
39,"cake",3,"Non-Social",45,35,0.07819068581521
39,"cake",4,"Non-Social",60,50,0.0287515555826058
39,"cake",5,"Non-Social",80,70,0.409019708825142
40,"cake",1,"Non-Social",40,10,0.531979337852813
40,"cake",2,"Non-Social",40,20,0.425197324304392
40,"cake",3,"Non-Social",40,35,0.362865512812333
40,"cake",4,"Non-Social",60,50,0.0287515555826058
40,"cake",5,"Non-Social",80,70,0.409019708825142
41,"cake",1,"Non-Social",50,10,1.12792333096649
41,"cake",2,"Non-Social",50,20,1.14750308473088
41,"cake",3,"Non-Social",50,35,0.206484141181913
41,"cake",4,"Non-Social",60,50,0.0287515555826058
41,"cake",5,"Non-Social",90,70,0.16490878812314
42,"cake",1,"Non-Social",50,10,1.12792333096649
42,"cake",2,"Non-Social",50,20,1.14750308473088
42,"cake",3,"Non-Social",50,35,0.206484141181913
42,"cake",4,"Non-Social",50,50,0.951415112006217
42,"cake",5,"Non-Social",80,70,0.409019708825142
43,"cake",1,"Non-Social",30,10,0.0639646552608685
43,"cake",2,"Non-Social",30,20,0.297108436122095
43,"cake",3,"Non-Social",60,35,0.77583379517616
43,"cake",4,"Non-Social",60,50,0.0287515555826058
43,"cake",5,"Non-Social",90,70,0.16490878812314
44,"cake",1,"Non-Social",25,10,0.361936651817709
44,"cake",2,"Non-Social",25,20,0.658261316335339
44,"cake",3,"Non-Social",40,35,0.362865512812333
44,"cake",4,"Non-Social",60,50,0.0287515555826058
44,"cake",5,"Non-Social",75,70,0.695983957299283
45,"cake",1,"Non-Social",10,10,1.25585264148823
45,"cake",2,"Non-Social",25,20,0.658261316335339
45,"cake",3,"Non-Social",40,35,0.362865512812333
45,"cake",4,"Non-Social",60,50,0.0287515555826058
45,"cake",5,"Non-Social",80,70,0.409019708825142
46,"cake",1,"Non-Social",20,10,0.65990864837455
46,"cake",2,"Non-Social",30,20,0.297108436122095
46,"cake",3,"Non-Social",40,35,0.362865512812333
46,"cake",4,"Non-Social",50,50,0.951415112006217
46,"cake",5,"Non-Social",90,70,0.16490878812314
47,"cake",1,"Non-Social",15,10,0.95788064493139
47,"cake",2,"Non-Social",20,20,1.01941419654858
47,"cake",3,"Non-Social",40,35,0.362865512812333
47,"cake",4,"Non-Social",60,50,0.0287515555826058
47,"cake",5,"Non-Social",80,70,0.409019708825142
48,"cake",1,"Non-Social",70,10,2.31981131719386
48,"cake",2,"Non-Social",70,20,2.59211460558385
48,"cake",3,"Non-Social",80,35,1.91453310316465
48,"cake",5,"Non-Social",100,70,0.738837285071421
49,"cake",1,"Non-Social",18,10,0.779097446997286
49,"cake",2,"Non-Social",24,20,0.730491892377988
49,"cake",3,"Non-Social",38,35,0.476735443611183
49,"cake",4,"Non-Social",60,50,0.0287515555826058
49,"cake",5,"Non-Social",90,70,0.16490878812314
50,"cake",1,"Non-Social",10,10,1.25585264148823
50,"cake",2,"Non-Social",21,20,0.947183620505934
50,"cake",3,"Non-Social",37,35,0.533670409010608
50,"cake",4,"Non-Social",50,50,0.951415112006217
50,"cake",5,"Non-Social",72,70,0.868162506383767
51,"cake",1,"Non-Social",60,10,1.72386732408018
51,"cake",2,"Non-Social",60,20,1.86980884515737
51,"cake",3,"Non-Social",60,35,0.77583379517616
51,"cake",4,"Non-Social",60,50,0.0287515555826058
51,"cake",5,"Non-Social",75,70,0.695983957299283
52,"cake",1,"Non-Social",40,10,0.531979337852813
52,"cake",2,"Non-Social",40,20,0.425197324304392
52,"cake",3,"Non-Social",40,35,0.362865512812333
52,"cake",4,"Non-Social",60,50,0.0287515555826058
52,"cake",5,"Non-Social",90,70,0.16490878812314
53,"cake",1,"Non-Social",20,10,0.65990864837455
53,"cake",2,"Non-Social",20,20,1.01941419654858
53,"cake",3,"Non-Social",40,35,0.362865512812333
53,"cake",4,"Non-Social",55,50,0.461331778211805
53,"cake",5,"Non-Social",80,70,0.409019708825142
54,"cake",1,"Non-Social",20,10,0.65990864837455
54,"cake",2,"Non-Social",25,20,0.658261316335339
54,"cake",3,"Non-Social",40,35,0.362865512812333
54,"cake",4,"Non-Social",60,50,0.0287515555826058
54,"cake",5,"Non-Social",80,70,0.409019708825142
55,"cake",1,"Non-Social",10,10,1.25585264148823
55,"cake",2,"Non-Social",20,20,1.01941419654858
55,"cake",3,"Non-Social",35,35,0.647540339809457
55,"cake",4,"Non-Social",50,50,0.951415112006217
55,"cake",5,"Non-Social",70,70,0.982948205773424
56,"cake",1,"Non-Social",45,10,0.829951334409654
56,"cake",2,"Non-Social",45,20,0.786350204517635
56,"cake",3,"Non-Social",45,35,0.07819068581521
56,"cake",4,"Non-Social",60,50,0.0287515555826058
56,"cake",5,"Non-Social",70,70,0.982948205773424
57,"cake",1,"Non-Social",20,10,0.65990864837455
57,"cake",2,"Non-Social",30,20,0.297108436122095
57,"cake",3,"Non-Social",35,35,0.647540339809457
57,"cake",4,"Non-Social",50,50,0.951415112006217
57,"cake",5,"Non-Social",70,70,0.982948205773424
58,"cake",1,"Non-Social",30,10,0.0639646552608685
58,"cake",2,"Non-Social",35,20,0.0640444440911483
58,"cake",3,"Non-Social",35,35,0.647540339809457
58,"cake",4,"Non-Social",60,50,0.0287515555826058
58,"cake",5,"Non-Social",70,70,0.982948205773424
59,"cake",1,"Non-Social",30,10,0.0639646552608685
59,"cake",2,"Non-Social",30,20,0.297108436122095
59,"cake",3,"Non-Social",60,35,0.77583379517616
59,"cake",4,"Non-Social",60,50,0.0287515555826058
59,"cake",5,"Non-Social",90,70,0.16490878812314
60,"cake",1,"Non-Social",10,10,1.25585264148823
60,"cake",2,"Non-Social",20,20,1.01941419654858
60,"cake",3,"Non-Social",35,35,0.647540339809457
60,"cake",4,"Non-Social",50,50,0.951415112006217
60,"cake",5,"Non-Social",70,70,0.982948205773424
61,"cake",1,"Non-Social",10,10,1.25585264148823
61,"cake",2,"Non-Social",30,20,0.297108436122095
61,"cake",3,"Non-Social",45,35,0.07819068581521
61,"cake",4,"Non-Social",50,50,0.951415112006217
61,"cake",5,"Non-Social",70,70,0.982948205773424
62,"cake",1,"Non-Social",25,10,0.361936651817709
62,"cake",2,"Non-Social",25,20,0.658261316335339
62,"cake",3,"Non-Social",40,35,0.362865512812333
62,"cake",4,"Non-Social",60,50,0.0287515555826058
62,"cake",5,"Non-Social",85,70,0.122055460351001
63,"cake",1,"Non-Social",23,10,0.481125450440445
63,"cake",2,"Non-Social",27,20,0.513800164250041
63,"cake",3,"Non-Social",42,35,0.248995582013484
63,"cake",4,"Non-Social",53,50,0.65736511172957
63,"cake",5,"Non-Social",90,70,0.16490878812314
64,"cake",1,"Non-Social",12,10,1.13666384286549
64,"cake",2,"Non-Social",30,20,0.297108436122095
64,"cake",3,"Non-Social",50,35,0.206484141181913
64,"cake",4,"Non-Social",60,50,0.0287515555826058
64,"cake",5,"Non-Social",90,70,0.16490878812314
65,"cake",1,"Non-Social",25,10,0.361936651817709
65,"cake",2,"Non-Social",25,20,0.658261316335339
65,"cake",3,"Non-Social",40,35,0.362865512812333
65,"cake",4,"Non-Social",60,50,0.0287515555826058
65,"cake",5,"Non-Social",75,70,0.695983957299283
66,"cake",1,"Non-Social",15,10,0.95788064493139
66,"cake",2,"Non-Social",20,20,1.01941419654858
66,"cake",3,"Non-Social",40,35,0.362865512812333
66,"cake",4,"Non-Social",51,50,0.853398445247334
66,"cake",5,"Non-Social",80,70,0.409019708825142
67,"cake",1,"Non-Social",45,10,0.829951334409654
67,"cake",2,"Non-Social",45,20,0.786350204517635
67,"cake",3,"Non-Social",45,35,0.07819068581521
67,"cake",4,"Non-Social",60,50,0.0287515555826058
67,"cake",5,"Non-Social",90,70,0.16490878812314
68,"cake",1,"Non-Social",30,10,0.0639646552608685
68,"cake",2,"Non-Social",30,20,0.297108436122095
68,"cake",3,"Non-Social",45,35,0.07819068581521
68,"cake",4,"Non-Social",60,50,0.0287515555826058
68,"cake",5,"Non-Social",90,70,0.16490878812314
69,"cake",1,"Non-Social",60,10,1.72386732408018
69,"cake",2,"Non-Social",60,20,1.86980884515737
69,"cake",3,"Non-Social",60,35,0.77583379517616
69,"cake",4,"Non-Social",60,50,0.0287515555826058
69,"cake",5,"Non-Social",80,70,0.409019708825142
70,"cake",1,"Non-Social",25,10,0.361936651817709
70,"cake",2,"Non-Social",30,20,0.297108436122095
70,"cake",3,"Non-Social",45,35,0.07819068581521
70,"cake",4,"Non-Social",60,50,0.0287515555826058
70,"cake",5,"Non-Social",100,70,0.738837285071421
71,"cake",1,"Non-Social",30,10,0.0639646552608685
71,"cake",2,"Non-Social",30,20,0.297108436122095
71,"cake",3,"Non-Social",40,35,0.362865512812333
71,"cake",4,"Non-Social",60,50,0.0287515555826058
71,"cake",5,"Non-Social",90,70,0.16490878812314
72,"cake",1,"Non-Social",20,10,0.65990864837455
72,"cake",2,"Non-Social",30,20,0.297108436122095
72,"cake",3,"Non-Social",40,35,0.362865512812333
72,"cake",4,"Non-Social",60,50,0.0287515555826058
72,"cake",5,"Non-Social",75,70,0.695983957299283
73,"cake",1,"Non-Social",30,10,0.0639646552608685
73,"cake",2,"Non-Social",45,20,0.786350204517635
73,"cake",3,"Non-Social",45,35,0.07819068581521
73,"cake",4,"Non-Social",60,50,0.0287515555826058
73,"cake",5,"Non-Social",90,70,0.16490878812314
74,"cake",1,"Non-Social",30,10,0.0639646552608685
74,"cake",2,"Non-Social",30,20,0.297108436122095
74,"cake",3,"Non-Social",45,35,0.07819068581521
74,"cake",4,"Non-Social",60,50,0.0287515555826058
74,"cake",5,"Non-Social",80,70,0.409019708825142
75,"cake",1,"Non-Social",10,10,1.25585264148823
75,"cake",2,"Non-Social",20,20,1.01941419654858
75,"cake",3,"Non-Social",35,35,0.647540339809457
75,"cake",4,"Non-Social",50,50,0.951415112006217
75,"cake",5,"Non-Social",70,70,0.982948205773424
76,"cake",1,"Non-Social",30,10,0.0639646552608685
76,"cake",2,"Non-Social",30,20,0.297108436122095
76,"cake",3,"Non-Social",45,35,0.07819068581521
76,"cake",4,"Non-Social",60,50,0.0287515555826058
76,"cake",5,"Non-Social",90,70,0.16490878812314
77,"cake",1,"Non-Social",30,10,0.0639646552608685
77,"cake",2,"Non-Social",28,20,0.441569588207393
77,"cake",3,"Non-Social",40,35,0.362865512812333
77,"cake",4,"Non-Social",60,50,0.0287515555826058
77,"cake",5,"Non-Social",85,70,0.122055460351001
78,"cake",1,"Non-Social",10,10,1.25585264148823
78,"cake",2,"Non-Social",20,20,1.01941419654858
78,"cake",3,"Non-Social",35,35,0.647540339809457
78,"cake",4,"Non-Social",50,50,0.951415112006217
78,"cake",5,"Non-Social",70,70,0.982948205773424
79,"cake",5,"Non-Social",120,70,1.88669427896798
80,"cake",1,"Non-Social",20,10,0.65990864837455
80,"cake",2,"Non-Social",30,20,0.297108436122095
80,"cake",3,"Non-Social",50,35,0.206484141181913
80,"cake",4,"Non-Social",60,50,0.0287515555826058
80,"cake",5,"Non-Social",90,70,0.16490878812314
81,"cake",1,"Non-Social",30,10,0.0639646552608685
81,"cake",2,"Non-Social",30,20,0.297108436122095
81,"cake",3,"Non-Social",50,35,0.206484141181913
81,"cake",4,"Non-Social",60,50,0.0287515555826058
81,"cake",5,"Non-Social",120,70,1.88669427896798
82,"cake",1,"Non-Social",10,10,1.25585264148823
82,"cake",2,"Non-Social",25,20,0.658261316335339
82,"cake",3,"Non-Social",35,35,0.647540339809457
82,"cake",4,"Non-Social",60,50,0.0287515555826058
82,"cake",5,"Non-Social",90,70,0.16490878812314
83,"cake",1,"Non-Social",30,10,0.0639646552608685
83,"cake",2,"Non-Social",30,20,0.297108436122095
83,"cake",3,"Non-Social",40,35,0.362865512812333
83,"cake",4,"Non-Social",50,50,0.951415112006217
83,"cake",5,"Non-Social",75,70,0.695983957299283
84,"cake",1,"Non-Social",45,10,0.829951334409654
84,"cake",2,"Non-Social",45,20,0.786350204517635
84,"cake",3,"Non-Social",45,35,0.07819068581521
84,"cake",4,"Non-Social",60,50,0.0287515555826058
84,"cake",5,"Non-Social",90,70,0.16490878812314
85,"cake",1,"Non-Social",20,10,0.65990864837455
85,"cake",2,"Non-Social",30,20,0.297108436122095
85,"cake",3,"Non-Social",45,35,0.07819068581521
85,"cake",4,"Non-Social",60,50,0.0287515555826058
85,"cake",5,"Non-Social",90,70,0.16490878812314
86,"cake",1,"Non-Social",25,10,0.361936651817709
86,"cake",2,"Non-Social",45,20,0.786350204517635
86,"cake",3,"Non-Social",45,35,0.07819068581521
86,"cake",4,"Non-Social",60,50,0.0287515555826058
86,"cake",5,"Non-Social",90,70,0.16490878812314
87,"cake",1,"Non-Social",30,10,0.0639646552608685
87,"cake",2,"Non-Social",30,20,0.297108436122095
87,"cake",3,"Non-Social",40,35,0.362865512812333
87,"cake",4,"Non-Social",60,50,0.0287515555826058
87,"cake",5,"Non-Social",90,70,0.16490878812314
88,"cake",1,"Non-Social",20,10,0.65990864837455
88,"cake",2,"Non-Social",20,20,1.01941419654858
88,"cake",3,"Non-Social",35,35,0.647540339809457
88,"cake",4,"Non-Social",50,50,0.951415112006217
88,"cake",5,"Non-Social",70,70,0.982948205773424
89,"cake",1,"Non-Social",10,10,1.25585264148823
89,"cake",2,"Non-Social",20,20,1.01941419654858
89,"cake",3,"Non-Social",35,35,0.647540339809457
89,"cake",4,"Non-Social",50,50,0.951415112006217
89,"cake",5,"Non-Social",70,70,0.982948205773424
90,"cake",1,"Non-Social",25,10,0.361936651817709
90,"cake",2,"Non-Social",30,20,0.297108436122095
90,"cake",3,"Non-Social",45,35,0.07819068581521
90,"cake",4,"Non-Social",50,50,0.951415112006217
90,"cake",5,"Non-Social",70,70,0.982948205773424
91,"cake",1,"Non-Social",15,10,0.95788064493139
91,"cake",2,"Non-Social",30,20,0.297108436122095
91,"cake",3,"Non-Social",35,35,0.647540339809457
91,"cake",4,"Non-Social",50,50,0.951415112006217
91,"cake",5,"Non-Social",90,70,0.16490878812314
92,"cake",1,"Non-Social",36,10,0.29360174060734
92,"cake",2,"Non-Social",36,20,0.136275020133797
92,"cake",3,"Non-Social",36,35,0.590605374410032
92,"cake",4,"Non-Social",50,50,0.951415112006217
92,"cake",5,"Non-Social",70,70,0.982948205773424
93,"cake",1,"Non-Social",60,10,1.72386732408018
93,"cake",2,"Non-Social",50,20,1.14750308473088
93,"cake",3,"Non-Social",55,35,0.491158968179037
93,"cake",4,"Non-Social",60,50,0.0287515555826058
93,"cake",5,"Non-Social",80,70,0.409019708825142
94,"cake",1,"Non-Social",25,10,0.361936651817709
94,"cake",2,"Non-Social",30,20,0.297108436122095
94,"cake",4,"Non-Social",60,50,0.0287515555826058
95,"cake",1,"Non-Social",60,10,1.72386732408018
95,"cake",2,"Non-Social",50,20,1.14750308473088
95,"cake",3,"Non-Social",80,35,1.91453310316465
95,"cake",4,"Non-Social",60,50,0.0287515555826058
95,"cake",5,"Non-Social",120,70,1.88669427896798
96,"cake",1,"Non-Social",30,10,0.0639646552608685
96,"cake",2,"Non-Social",40,20,0.425197324304392
96,"cake",3,"Non-Social",40,35,0.362865512812333
96,"cake",4,"Non-Social",60,50,0.0287515555826058
96,"cake",5,"Non-Social",90,70,0.16490878812314
97,"cake",1,"Non-Social",30,10,0.0639646552608685
97,"cake",2,"Non-Social",45,20,0.786350204517635
97,"cake",3,"Non-Social",60,35,0.77583379517616
97,"cake",4,"Non-Social",60,50,0.0287515555826058
97,"cake",5,"Non-Social",90,70,0.16490878812314
98,"cake",1,"Non-Social",30,10,0.0639646552608685
98,"cake",2,"Non-Social",30,20,0.297108436122095
98,"cake",3,"Non-Social",45,35,0.07819068581521
98,"cake",4,"Non-Social",60,50,0.0287515555826058
98,"cake",5,"Non-Social",90,70,0.16490878812314
99,"cake",1,"Non-Social",40,10,0.531979337852813
99,"cake",2,"Non-Social",40,20,0.425197324304392
99,"cake",3,"Non-Social",40,35,0.362865512812333
99,"cake",4,"Non-Social",60,50,0.0287515555826058
99,"cake",5,"Non-Social",130,70,2.46062277591627
100,"cake",1,"Non-Social",45,10,0.829951334409654
100,"cake",2,"Non-Social",45,20,0.786350204517635
100,"cake",3,"Non-Social",45,35,0.07819068581521
100,"cake",4,"Non-Social",60,50,0.0287515555826058
100,"cake",5,"Non-Social",80,70,0.409019708825142
101,"cake",1,"Non-Social",40,10,0.531979337852813
101,"cake",2,"Non-Social",50,20,1.14750308473088
101,"cake",3,"Non-Social",65,35,1.06050862217328
101,"cake",4,"Non-Social",80,50,1.98908489076025
101,"cake",5,"Non-Social",120,70,1.88669427896798
102,"cake",3,"Non-Social",90,35,2.4838827571589
102,"cake",4,"Non-Social",90,50,2.96925155834907
102,"cake",5,"Non-Social",90,70,0.16490878812314
103,"cake",1,"Non-Social",50,10,1.12792333096649
