"Subject","Story","Level","Context","Prediction","T_val","z_score"
62,"movie",3,"Social",65,60,0.928740141675827
62,"movie",4,"Social",87,85,0.709310227465862
62,"movie",5,"Social",105,100,0.609137353631338
63,"movie",1,"Social",90,30,0.196659496437365
63,"movie",2,"Social",90,45,0.0499902863181353
63,"movie",3,"Social",90,60,0.295968424509339
63,"movie",4,"Social",90,85,0.624868533719926
63,"movie",5,"Social",105,100,0.609137353631338
64,"movie",1,"Social",120,30,0.931072553672339
64,"movie",2,"Social",145,45,1.29778704088649
64,"movie",3,"Social",120,60,0.463357636090447
64,"movie",4,"Social",100,85,0.343396221233473
64,"movie",5,"Social",145,100,0.587596150555967
65,"movie",1,"Social",30,30,1.27216661803258
65,"movie",2,"Social",45,45,1.15271719039465
65,"movie",3,"Social",60,60,1.05529448510912
65,"movie",4,"Social",85,85,0.765604689963152
65,"movie",5,"Social",100,100,0.758729041654751
66,"movie",1,"Social",40,30,1.02736226562092
66,"movie",2,"Social",55,45,0.907666767266533
66,"movie",3,"Social",70,60,0.802185798242529
66,"movie",4,"Social",95,85,0.484132377476699
66,"movie",5,"Social",110,100,0.459545665607925
67,"movie",1,"Social",90,30,0.196659496437365
67,"movie",2,"Social",90,45,0.0499902863181353
67,"movie",3,"Social",120,60,0.463357636090447
67,"movie",4,"Social",120,85,0.219548403739433
67,"movie",5,"Social",200,100,2.23310471881351
68,"movie",1,"Social",90,30,0.196659496437365
68,"movie",2,"Social",90,45,0.0499902863181353
68,"movie",3,"Social",90,60,0.295968424509339
68,"movie",4,"Social",90,85,0.624868533719926
68,"movie",5,"Social",120,100,0.160362289561099
69,"movie",1,"Social",90,30,0.196659496437365
69,"movie",2,"Social",90,45,0.0499902863181353
69,"movie",3,"Social",120,60,0.463357636090447
69,"movie",4,"Social",130,85,0.501020716225886
69,"movie",5,"Social",160,100,1.03637121462621
70,"movie",1,"Social",120,30,0.931072553672339
70,"movie",2,"Social",120,45,0.685160983066205
70,"movie",3,"Social",120,60,0.463357636090447
70,"movie",4,"Social",85,85,0.765604689963152
70,"movie",5,"Social",100,100,0.758729041654751
71,"movie",1,"Social",120,30,0.931072553672339
71,"movie",2,"Social",160,45,1.66536267557866
71,"movie",3,"Social",200,60,2.48822713102321
71,"movie",4,"Social",200,85,2.47132690363106
71,"movie",5,"Social",180,100,1.63473796671986
72,"movie",1,"Social",95,30,0.319061672643194
72,"movie",2,"Social",95,45,0.0725349252459214
72,"movie",3,"Social",105,60,0.0836946057905543
72,"movie",4,"Social",105,85,0.202660064990246
72,"movie",5,"Social",105,100,0.609137353631338
73,"movie",1,"Social",90,30,0.196659496437365
73,"movie",2,"Social",120,45,0.685160983066205
73,"movie",3,"Social",120,60,0.463357636090447
73,"movie",4,"Social",120,85,0.219548403739433
73,"movie",5,"Social",170,100,1.33555459067303
74,"movie",1,"Social",120,30,0.931072553672339
74,"movie",2,"Social",120,45,0.685160983066205
74,"movie",3,"Social",120,60,0.463357636090447
74,"movie",4,"Social",120,85,0.219548403739433
74,"movie",5,"Social",110,100,0.459545665607925
75,"movie",1,"Social",45,30,0.904960089415096
75,"movie",2,"Social",50,45,1.03019197883059
75,"movie",3,"Social",70,60,0.802185798242529
75,"movie",4,"Social",105,85,0.202660064990246
75,"movie",5,"Social",110,100,0.459545665607925
76,"movie",1,"Social",90,30,0.196659496437365
76,"movie",2,"Social",90,45,0.0499902863181353
76,"movie",3,"Social",90,60,0.295968424509339
76,"movie",4,"Social",90,85,0.624868533719926
76,"movie",5,"Social",105,100,0.609137353631338
77,"movie",1,"Social",30,30,1.27216661803258
77,"movie",2,"Social",45,45,1.15271719039465
77,"movie",3,"Social",60,60,1.05529448510912
77,"movie",4,"Social",85,85,0.765604689963152
77,"movie",5,"Social",100,100,0.758729041654751
78,"movie",1,"Social",100,30,0.441463848849023
78,"movie",2,"Social",115,45,0.562635771502148
78,"movie",3,"Social",120,60,0.463357636090447
78,"movie",4,"Social",125,85,0.36028455998266
78,"movie",5,"Social",105,100,0.609137353631338
79,"movie",1,"Social",37,30,1.10080357134442
79,"movie",2,"Social",50,45,1.03019197883059
79,"movie",3,"Social",68,60,0.852807535615848
79,"movie",4,"Social",90,85,0.624868533719926
79,"movie",5,"Social",102,100,0.698892366445386
80,"movie",1,"Social",120,30,0.931072553672339
80,"movie",2,"Social",120,45,0.685160983066205
80,"movie",3,"Social",120,60,0.463357636090447
80,"movie",4,"Social",120,85,0.219548403739433
80,"movie",5,"Social",120,100,0.160362289561099
81,"movie",1,"Social",60,30,0.537753560797609
81,"movie",2,"Social",90,45,0.0499902863181353
81,"movie",3,"Social",120,60,0.463357636090447
81,"movie",4,"Social",180,85,1.90838227865815
81,"movie",5,"Social",120,100,0.160362289561099
82,"movie",1,"Social",35,30,1.14976444182675
82,"movie",2,"Social",50,45,1.03019197883059
82,"movie",3,"Social",70,60,0.802185798242529
82,"movie",4,"Social",95,85,0.484132377476699
82,"movie",5,"Social",100,100,0.758729041654751
83,"movie",1,"Social",30,30,1.27216661803258
83,"movie",2,"Social",45,45,1.15271719039465
83,"movie",3,"Social",120,60,0.463357636090447
83,"movie",4,"Social",170,85,1.6269099661717
83,"movie",5,"Social",200,100,2.23310471881351
84,"movie",1,"Social",105,30,0.563866025054852
84,"movie",2,"Social",125,45,0.807686194630262
84,"movie",3,"Social",125,60,0.589911979523745
84,"movie",4,"Social",120,85,0.219548403739433
84,"movie",5,"Social",100,100,0.758729041654751
85,"movie",1,"Social",90,30,0.196659496437365
85,"movie",2,"Social",120,45,0.685160983066205
85,"movie",3,"Social",120,60,0.463357636090447
85,"movie",4,"Social",135,85,0.641756872469113
85,"movie",5,"Social",130,100,0.138821086485727
86,"movie",1,"Social",90,30,0.196659496437365
86,"movie",2,"Social",120,45,0.685160983066205
86,"movie",3,"Social",180,60,1.98200975729002
86,"movie",5,"Social",180,100,1.63473796671986
87,"movie",1,"Social",100,30,0.441463848849023
87,"movie",2,"Social",100,45,0.195060136809978
87,"movie",3,"Social",100,60,0.0428597376427433
87,"movie",4,"Social",90,85,0.624868533719926
87,"movie",5,"Social",105,100,0.609137353631338
88,"movie",1,"Social",120,30,0.931072553672339
88,"movie",2,"Social",120,45,0.685160983066205
88,"movie",3,"Social",120,60,0.463357636090447
88,"movie",4,"Social",90,85,0.624868533719926
88,"movie",5,"Social",110,100,0.459545665607925
89,"movie",1,"Social",120,30,0.931072553672339
89,"movie",2,"Social",180,45,2.15546352183489
89,"movie",3,"Social",180,60,1.98200975729002
89,"movie",4,"Social",100,85,0.343396221233473
89,"movie",5,"Social",100,100,0.758729041654751
90,"movie",1,"Social",35,30,1.14976444182675
90,"movie",2,"Social",50,45,1.03019197883059
90,"movie",3,"Social",65,60,0.928740141675827
90,"movie",4,"Social",90,85,0.624868533719926
90,"movie",5,"Social",105,100,0.609137353631338
91,"movie",1,"Social",90,30,0.196659496437365
91,"movie",2,"Social",90,45,0.0499902863181353
91,"movie",3,"Social",90,60,0.295968424509339
91,"movie",4,"Social",90,85,0.624868533719926
91,"movie",5,"Social",105,100,0.609137353631338
92,"movie",1,"Social",120,30,0.931072553672339
92,"movie",2,"Social",120,45,0.685160983066205
92,"movie",3,"Social",120,60,0.463357636090447
92,"movie",4,"Social",120,85,0.219548403739433
92,"movie",5,"Social",120,100,0.160362289561099
93,"movie",1,"Social",90,30,0.196659496437365
93,"movie",2,"Social",90,45,0.0499902863181353
93,"movie",3,"Social",90,60,0.295968424509339
93,"movie",4,"Social",90,85,0.624868533719926
93,"movie",5,"Social",120,100,0.160362289561099
94,"movie",1,"Social",45,30,0.904960089415096
94,"movie",2,"Social",65,45,0.662616344138419
94,"movie",3,"Social",75,60,0.675631454809232
94,"movie",4,"Social",95,85,0.484132377476699
94,"movie",5,"Social",115,100,0.309953977584512
95,"movie",1,"Social",30,30,1.27216661803258
95,"movie",2,"Social",45,45,1.15271719039465
95,"movie",3,"Social",60,60,1.05529448510912
95,"movie",4,"Social",85,85,0.765604689963152
95,"movie",5,"Social",100,100,0.758729041654751
96,"movie",1,"Social",90,30,0.196659496437365
96,"movie",2,"Social",90,45,0.0499902863181353
96,"movie",3,"Social",75,60,0.675631454809232
96,"movie",4,"Social",120,85,0.219548403739433
96,"movie",5,"Social",100,100,0.758729041654751
97,"movie",1,"Social",35,30,1.14976444182675
97,"movie",2,"Social",50,45,1.03019197883059
97,"movie",3,"Social",65,60,0.928740141675827
97,"movie",4,"Social",100,85,0.343396221233473
97,"movie",5,"Social",110,100,0.459545665607925
98,"movie",1,"Social",60,30,0.537753560797609
98,"movie",2,"Social",120,45,0.685160983066205
98,"movie",3,"Social",150,60,1.22268369669023
98,"movie",4,"Social",180,85,1.90838227865815
98,"movie",5,"Social",190,100,1.93392134276668
99,"movie",1,"Social",30,30,1.27216661803258
99,"movie",2,"Social",45,45,1.15271719039465
99,"movie",3,"Social",60,60,1.05529448510912
99,"movie",4,"Social",85,85,0.765604689963152
99,"movie",5,"Social",100,100,0.758729041654751
100,"movie",1,"Social",30,30,1.27216661803258
100,"movie",2,"Social",90,45,0.0499902863181353
100,"movie",3,"Social",120,60,0.463357636090447
100,"movie",4,"Social",90,85,0.624868533719926
100,"movie",5,"Social",120,100,0.160362289561099
101,"movie",1,"Social",32,30,1.22320574755025
101,"movie",2,"Social",48,45,1.07920206345621
101,"movie",3,"Social",65,60,0.928740141675827
101,"movie",4,"Social",90,85,0.624868533719926
101,"movie",5,"Social",105,100,0.609137353631338
102,"movie",1,"Social",60,30,0.537753560797609
102,"movie",2,"Social",60,45,0.785141555702476
102,"movie",3,"Social",60,60,1.05529448510912
102,"movie",4,"Social",85,85,0.765604689963152
102,"movie",5,"Social",100,100,0.758729041654751
103,"movie",1,"Social",80,30,0.0481448559742928
103,"movie",2,"Social",90,45,0.0499902863181353
103,"movie",3,"Social",90,60,0.295968424509339
103,"movie",4,"Social",120,85,0.219548403739433
103,"movie",5,"Social",100,100,0.758729041654751
104,"movie",1,"Social",90,30,0.196659496437365
104,"movie",2,"Social",90,45,0.0499902863181353
104,"movie",3,"Social",60,60,1.05529448510912
104,"movie",4,"Social",85,85,0.765604689963152
104,"movie",5,"Social",100,100,0.758729041654751
105,"movie",1,"Social",160,30,1.91028996331897
105,"movie",2,"Social",160,45,1.66536267557866
105,"movie",3,"Social",160,60,1.47579238355683
105,"movie",4,"Social",160,85,1.34543765368525
105,"movie",5,"Social",160,100,1.03637121462621
106,"movie",1,"Social",90,30,0.196659496437365
106,"movie",2,"Social",90,45,0.0499902863181353
106,"movie",3,"Social",90,60,0.295968424509339
106,"movie",4,"Social",90,85,0.624868533719926
106,"movie",5,"Social",105,100,0.609137353631338
107,"movie",1,"Social",122,30,0.980033424154671
107,"movie",2,"Social",130,45,0.930211406194319
107,"movie",3,"Social",148,60,1.17206195931691
107,"movie",4,"Social",170,85,1.6269099661717
107,"movie",5,"Social",200,100,2.23310471881351
108,"movie",1,"Social",120,30,0.931072553672339
108,"movie",2,"Social",120,45,0.685160983066205
108,"movie",3,"Social",120,60,0.463357636090447
108,"movie",4,"Social",150,85,1.06396534119879
108,"movie",5,"Social",150,100,0.73718783857938
109,"movie",1,"Social",30,30,1.27216661803258
109,"movie",2,"Social",45,45,1.15271719039465
109,"movie",3,"Social",60,60,1.05529448510912
109,"movie",4,"Social",85,85,0.765604689963152
109,"movie",5,"Social",100,100,0.758729041654751
110,"movie",1,"Social",180,30,2.39989866814229
110,"movie",2,"Social",200,45,2.64556436809111
110,"movie",3,"Social",220,60,2.9944445047564
111,"movie",1,"Social",35,30,1.14976444182675
111,"movie",2,"Social",48,45,1.07920206345621
111,"movie",3,"Social",63,60,0.979361879049146
111,"movie",4,"Social",88,85,0.681162996217216
111,"movie",5,"Social",103,100,0.668974028840703
112,"movie",1,"Social",40,30,1.02736226562092
112,"movie",2,"Social",50,45,1.03019197883059
112,"movie",3,"Social",65,60,0.928740141675827
112,"movie",4,"Social",88,85,0.681162996217216
112,"movie",5,"Social",105,100,0.609137353631338
113,"movie",1,"Social",120,30,0.931072553672339
113,"movie",2,"Social",120,45,0.685160983066205
113,"movie",3,"Social",60,60,1.05529448510912
113,"movie",4,"Social",85,85,0.765604689963152
113,"movie",5,"Social",100,100,0.758729041654751
114,"movie",1,"Social",120,30,0.931072553672339
114,"movie",2,"Social",120,45,0.685160983066205
114,"movie",3,"Social",120,60,0.463357636090447
114,"movie",4,"Social",120,85,0.219548403739433
114,"movie",5,"Social",120,100,0.160362289561099
115,"movie",1,"Social",93,30,0.270100802160863
115,"movie",2,"Social",93,45,0.0235248406202987
115,"movie",3,"Social",93,60,0.22003581844936
115,"movie",4,"Social",93,85,0.54042683997399
115,"movie",5,"Social",130,100,0.138821086485727
116,"movie",1,"Social",31,30,1.24768618279142
116,"movie",2,"Social",46,45,1.12821214808184
116,"movie",3,"Social",61,60,1.02998361642246
116,"movie",4,"Social",86,85,0.737457458714507
116,"movie",5,"Social",101,100,0.728810704050069
117,"movie",1,"Social",35,30,1.14976444182675
117,"movie",2,"Social",50,45,1.03019197883059
117,"movie",3,"Social",60,60,1.05529448510912
117,"movie",4,"Social",90,85,0.624868533719926
117,"movie",5,"Social",100,100,0.758729041654751
118,"movie",1,"Social",90,30,0.196659496437365
118,"movie",2,"Social",90,45,0.0499902863181353
118,"movie",3,"Social",90,60,0.295968424509339
118,"movie",4,"Social",90,85,0.624868533719926
118,"movie",5,"Social",120,100,0.160362289561099
119,"movie",1,"Social",30,30,1.27216661803258
119,"movie",2,"Social",45,45,1.15271719039465
119,"movie",3,"Social",60,60,1.05529448510912
119,"movie",4,"Social",85,85,0.765604689963152
119,"movie",5,"Social",100,100,0.758729041654751
120,"movie",1,"Social",72,30,0.243988337903619
120,"movie",2,"Social",211,45,2.91511983353204
120,"movie",3,"Social",147,60,1.14675109063025
120,"movie",4,"Social",124,85,0.332137328734015
120,"movie",5,"Social",100,100,0.758729041654751
121,"movie",1,"Social",150,30,1.66548561090731
121,"movie",2,"Social",180,45,2.15546352183489
121,"movie",3,"Social",180,60,1.98200975729002
121,"movie",4,"Social",180,85,1.90838227865815
121,"movie",5,"Social",115,100,0.309953977584512
122,"movie",1,"Social",90,30,0.196659496437365
122,"movie",2,"Social",90,45,0.0499902863181353
122,"movie",3,"Social",90,60,0.295968424509339
122,"movie",4,"Social",90,85,0.624868533719926
122,"movie",5,"Social",120,100,0.160362289561099
123,"movie",1,"Social",30,30,1.27216661803258
123,"movie",2,"Social",45,45,1.15271719039465
123,"movie",3,"Social",60,60,1.05529448510912
123,"movie",4,"Social",85,85,0.765604689963152
123,"movie",5,"Social",100,100,0.758729041654751
124,"movie",1,"Social",60,30,0.537753560797609
124,"movie",2,"Social",90,45,0.0499902863181353
124,"movie",3,"Social",110,60,0.210248949223852
124,"movie",4,"Social",90,85,0.624868533719926
124,"movie",5,"Social",180,100,1.63473796671986
125,"movie",1,"Social",30,30,1.27216661803258
125,"movie",2,"Social",45,45,1.15271719039465
125,"movie",3,"Social",60,60,1.05529448510912
125,"movie",4,"Social",85,85,0.765604689963152
125,"movie",5,"Social",100,100,0.758729041654751
126,"movie",1,"Social",90,30,0.196659496437365
126,"movie",2,"Social",90,45,0.0499902863181353
126,"movie",3,"Social",90,60,0.295968424509339
126,"movie",4,"Social",90,85,0.624868533719926
126,"movie",5,"Social",110,100,0.459545665607925
127,"movie",1,"Social",120,30,0.931072553672339
127,"movie",2,"Social",120,45,0.685160983066205
127,"movie",3,"Social",120,60,0.463357636090447
127,"movie",4,"Social",85,85,0.765604689963152
127,"movie",5,"Social",100,100,0.758729041654751
128,"movie",1,"Social",35,30,1.14976444182675
128,"movie",2,"Social",49,45,1.0546970211434
128,"movie",3,"Social",65,60,0.928740141675827
128,"movie",4,"Social",89,85,0.653015764968571
128,"movie",5,"Social",106,100,0.579219016026656
129,"movie",1,"Social",90,30,0.196659496437365
129,"movie",2,"Social",90,45,0.0499902863181353
129,"movie",3,"Social",90,60,0.295968424509339
129,"movie",4,"Social",90,85,0.624868533719926
129,"movie",5,"Social",120,100,0.160362289561099
130,"movie",1,"Social",90,30,0.196659496437365
130,"movie",2,"Social",105,45,0.317585348374035
130,"movie",3,"Social",100,60,0.0428597376427433
130,"movie",4,"Social",125,85,0.36028455998266
130,"movie",5,"Social",120,100,0.160362289561099
131,"movie",1,"Social",100,30,0.441463848849023
131,"movie",2,"Social",130,45,0.930211406194319
131,"movie",3,"Social",120,60,0.463357636090447
131,"movie",4,"Social",130,85,0.501020716225886
131,"movie",5,"Social",220,100,2.83147147090716
132,"movie",1,"Social",110,30,0.686268201260681
132,"movie",2,"Social",115,45,0.562635771502148
132,"movie",3,"Social",120,60,0.463357636090447
132,"movie",4,"Social",130,85,0.501020716225886
132,"movie",5,"Social",143,100,0.527759475346602
133,"movie",1,"Social",90,30,0.196659496437365
133,"movie",2,"Social",90,45,0.0499902863181353
133,"movie",3,"Social",120,60,0.463357636090447
133,"movie",4,"Social",120,85,0.219548403739433
133,"movie",5,"Social",200,100,2.23310471881351
134,"movie",1,"Social",40,30,1.02736226562092
134,"movie",2,"Social",50,45,1.03019197883059
134,"movie",3,"Social",65,60,0.928740141675827
134,"movie",4,"Social",90,85,0.624868533719926
134,"movie",5,"Social",110,100,0.459545665607925
135,"movie",1,"Social",145,30,1.54308343470148
135,"movie",2,"Social",120,45,0.685160983066205
135,"movie",3,"Social",130,60,0.716466322957042
135,"movie",4,"Social",154,85,1.17655426619337
135,"movie",5,"Social",130,100,0.138821086485727
136,"movie",1,"Social",90,30,0.196659496437365
136,"movie",2,"Social",90,45,0.0499902863181353
136,"movie",3,"Social",90,60,0.295968424509339
136,"movie",4,"Social",90,85,0.624868533719926
136,"movie",5,"Social",120,100,0.160362289561099
137,"movie",1,"Social",115,30,0.80867037746651
137,"movie",2,"Social",120,45,0.685160983066205
137,"movie",3,"Social",120,60,0.463357636090447
137,"movie",4,"Social",120,85,0.219548403739433
137,"movie",5,"Social",120,100,0.160362289561099
138,"movie",1,"Social",90,30,0.196659496437365
138,"movie",2,"Social",100,45,0.195060136809978
138,"movie",3,"Social",120,60,0.463357636090447
138,"movie",4,"Social",120,85,0.219548403739433
138,"movie",5,"Social",100,100,0.758729041654751
139,"movie",1,"Social",95,30,0.319061672643194
139,"movie",2,"Social",95,45,0.0725349252459214
139,"movie",3,"Social",60,60,1.05529448510912
139,"movie",4,"Social",85,85,0.765604689963152
139,"movie",5,"Social",100,100,0.758729041654751
140,"movie",1,"Social",95,30,0.319061672643194
140,"movie",2,"Social",90,45,0.0499902863181353
140,"movie",3,"Social",120,60,0.463357636090447
140,"movie",4,"Social",90,85,0.624868533719926
140,"movie",5,"Social",125,100,0.0107706015376857
141,"movie",1,"Social",31,30,1.24768618279142
141,"movie",2,"Social",46,45,1.12821214808184
141,"movie",3,"Social",61,60,1.02998361642246
141,"movie",4,"Social",86,85,0.737457458714507
141,"movie",5,"Social",101,100,0.728810704050069
142,"movie",1,"Social",90,30,0.196659496437365
142,"movie",2,"Social",50,45,1.03019197883059
142,"movie",3,"Social",90,60,0.295968424509339
142,"movie",4,"Social",90,85,0.624868533719926
142,"movie",5,"Social",105,100,0.609137353631338
143,"movie",1,"Social",30,30,1.27216661803258
143,"movie",2,"Social",45,45,1.15271719039465
143,"movie",3,"Social",60,60,1.05529448510912
143,"movie",4,"Social",85,85,0.765604689963152
143,"movie",5,"Social",100,100,0.758729041654751
144,"movie",1,"Social",60,30,0.537753560797609
144,"movie",2,"Social",60,45,0.785141555702476
144,"movie",3,"Social",70,60,0.802185798242529
144,"movie",4,"Social",95,85,0.484132377476699
144,"movie",5,"Social",110,100,0.459545665607925
145,"movie",1,"Social",120,30,0.931072553672339
145,"movie",2,"Social",120,45,0.685160983066205
145,"movie",3,"Social",120,60,0.463357636090447
145,"movie",4,"Social",120,85,0.219548403739433
145,"movie",5,"Social",110,100,0.459545665607925
146,"movie",1,"Social",35,30,1.14976444182675
146,"movie",2,"Social",50,45,1.03019197883059
146,"movie",3,"Social",65,60,0.928740141675827
146,"movie",4,"Social",90,85,0.624868533719926
146,"movie",5,"Social",105,100,0.609137353631338
147,"movie",1,"Social",120,30,0.931072553672339
147,"movie",2,"Social",120,45,0.685160983066205
147,"movie",3,"Social",120,60,0.463357636090447
147,"movie",4,"Social",120,85,0.219548403739433
147,"movie",5,"Social",160,100,1.03637121462621
148,"movie",1,"Social",90,30,0.196659496437365
148,"movie",2,"Social",75,45,0.417565921010306
148,"movie",3,"Social",85,60,0.422522767942636
148,"movie",4,"Social",85,85,0.765604689963152
148,"movie",5,"Social",100,100,0.758729041654751
149,"movie",1,"Social",32,30,1.22320574755025
149,"movie",2,"Social",48,45,1.07920206345621
149,"movie",3,"Social",64,60,0.954051010362486
149,"movie",4,"Social",88,85,0.681162996217216
149,"movie",5,"Social",105,100,0.609137353631338
150,"movie",1,"Social",90,30,0.196659496437365
150,"movie",2,"Social",90,45,0.0499902863181353
150,"movie",3,"Social",90,60,0.295968424509339
150,"movie",4,"Social",90,85,0.624868533719926
150,"movie",5,"Social",120,100,0.160362289561099
1,"podcast",1,"Social",17,15,0.288363036962602
1,"podcast",2,"Social",35,30,0.127361629027624
1,"podcast",3,"Social",70,55,1.53742245384569
1,"podcast",4,"Social",90,75,1.08906944168976
1,"podcast",5,"Social",120,105,1.54842007037706
2,"podcast",1,"Social",15,15,0.555365848965011
2,"podcast",2,"Social",30,30,0.618897916056114
2,"podcast",3,"Social",55,55,0.578296519336451
2,"podcast",4,"Social",75,75,0.624501358171753
2,"podcast",5,"Social",110,105,0.00719239581462472
3,"podcast",1,"Social",18,15,0.154861630961397
3,"podcast",2,"Social",33,30,0.171142189005871
3,"podcast",3,"Social",60,55,0.126943138390928
3,"podcast",4,"Social",80,75,0.0533110915512474
3,"podcast",5,"Social",107,105,0.455175906554106
4,"podcast",1,"Social",20,15,0.112141181041012
4,"podcast",2,"Social",40,30,0.873621174111363
4,"podcast",3,"Social",60,55,0.126943138390928
4,"podcast",4,"Social",80,75,0.0533110915512474
4,"podcast",5,"Social",120,105,1.54842007037706
5,"podcast",1,"Social",20,15,0.112141181041012
5,"podcast",2,"Social",35,30,0.127361629027624
5,"podcast",3,"Social",60,55,0.126943138390928
5,"podcast",4,"Social",80,75,0.0533110915512474
5,"podcast",5,"Social",110,105,0.00719239581462472
6,"podcast",1,"Social",20,15,0.112141181041012
6,"podcast",2,"Social",31,30,0.469646007039366
6,"podcast",3,"Social",56,55,0.437248587790975
6,"podcast",4,"Social",76,75,0.510263304847652
6,"podcast",5,"Social",106,105,0.609298674010349
7,"podcast",1,"Social",20,15,0.112141181041012
7,"podcast",2,"Social",35,30,0.127361629027624
7,"podcast",3,"Social",60,55,0.126943138390928
7,"podcast",4,"Social",85,75,0.517879175069258
7,"podcast",5,"Social",110,105,0.00719239581462472
8,"podcast",2,"Social",50,30,2.36614026427884
8,"podcast",3,"Social",60,55,0.126943138390928
8,"podcast",4,"Social",90,75,1.08906944168976
8,"podcast",5,"Social",120,105,1.54842007037706
9,"podcast",1,"Social",30,15,1.44715524105306
9,"podcast",3,"Social",60,55,0.126943138390928
9,"podcast",4,"Social",90,75,1.08906944168976
9,"podcast",5,"Social",120,105,1.54842007037706
10,"podcast",1,"Social",16,15,0.421864442963807
10,"podcast",2,"Social",35,30,0.127361629027624
10,"podcast",3,"Social",60,55,0.126943138390928
10,"podcast",4,"Social",75,75,0.624501358171753
10,"podcast",5,"Social",105,105,0.763421441466593
11,"podcast",1,"Social",30,15,1.44715524105306
11,"podcast",2,"Social",35,30,0.127361629027624
11,"podcast",3,"Social",60,55,0.126943138390928
11,"podcast",4,"Social",80,75,0.0533110915512474
11,"podcast",5,"Social",110,105,0.00719239581462472
12,"podcast",3,"Social",60,55,0.126943138390928
12,"podcast",5,"Social",120,105,1.54842007037706
13,"podcast",2,"Social",45,30,1.6198807191951
13,"podcast",3,"Social",60,55,0.126943138390928
13,"podcast",4,"Social",90,75,1.08906944168976
13,"podcast",5,"Social",110,105,0.00719239581462472
14,"podcast",1,"Social",15,15,0.555365848965011
14,"podcast",2,"Social",30,30,0.618897916056114
14,"podcast",3,"Social",62,55,0.40903900148188
14,"podcast",4,"Social",86,75,0.632117228393359
14,"podcast",5,"Social",114,105,0.623683465639599
15,"podcast",1,"Social",15,15,0.555365848965011
15,"podcast",2,"Social",30,30,0.618897916056114
15,"podcast",3,"Social",55,55,0.578296519336451
15,"podcast",4,"Social",78,75,0.28178719819945
15,"podcast",5,"Social",109,105,0.146930371641619
16,"podcast",1,"Social",15,15,0.555365848965011
16,"podcast",2,"Social",30,30,0.618897916056114
16,"podcast",3,"Social",55,55,0.578296519336451
16,"podcast",4,"Social",75,75,0.624501358171753
16,"podcast",5,"Social",105,105,0.763421441466593
17,"podcast",1,"Social",17,15,0.288363036962602
17,"podcast",2,"Social",33,30,0.171142189005871
17,"podcast",3,"Social",60,55,0.126943138390928
17,"podcast",4,"Social",80,75,0.0533110915512474
17,"podcast",5,"Social",110,105,0.00719239581462472
18,"podcast",1,"Social",17,15,0.288363036962602
18,"podcast",2,"Social",33,30,0.171142189005871
18,"podcast",3,"Social",57,55,0.296200656245499
18,"podcast",4,"Social",76,75,0.510263304847652
18,"podcast",5,"Social",107,105,0.455175906554106
19,"podcast",1,"Social",20,15,0.112141181041012
19,"podcast",2,"Social",35,30,0.127361629027624
19,"podcast",3,"Social",60,55,0.126943138390928
19,"podcast",4,"Social",80,75,0.0533110915512474
19,"podcast",5,"Social",110,105,0.00719239581462472
20,"podcast",1,"Social",15,15,0.555365848965011
20,"podcast",2,"Social",30,30,0.618897916056114
20,"podcast",3,"Social",55,55,0.578296519336451
20,"podcast",4,"Social",75,75,0.624501358171753
20,"podcast",5,"Social",105,105,0.763421441466593
21,"podcast",1,"Social",20,15,0.112141181041012
21,"podcast",2,"Social",30,30,0.618897916056114
21,"podcast",3,"Social",55,55,0.578296519336451
21,"podcast",4,"Social",75,75,0.624501358171753
21,"podcast",5,"Social",105,105,0.763421441466593
22,"podcast",1,"Social",16,15,0.421864442963807
22,"podcast",2,"Social",31,30,0.469646007039366
22,"podcast",3,"Social",57,55,0.296200656245499
22,"podcast",4,"Social",76,75,0.510263304847652
22,"podcast",5,"Social",106,105,0.609298674010349
23,"podcast",1,"Social",15,15,0.555365848965011
23,"podcast",2,"Social",30,30,0.618897916056114
23,"podcast",3,"Social",55,55,0.578296519336451
23,"podcast",4,"Social",75,75,0.624501358171753
23,"podcast",5,"Social",105,105,0.763421441466593
24,"podcast",1,"Social",16,15,0.421864442963807
24,"podcast",2,"Social",31,30,0.469646007039366
24,"podcast",3,"Social",56,55,0.437248587790975
24,"podcast",4,"Social",76,75,0.510263304847652
24,"podcast",5,"Social",106,105,0.609298674010349
25,"podcast",1,"Social",20,15,0.112141181041012
25,"podcast",2,"Social",35,30,0.127361629027624
25,"podcast",3,"Social",60,55,0.126943138390928
25,"podcast",4,"Social",90,75,1.08906944168976
25,"podcast",5,"Social",115,105,0.777806233095842
26,"podcast",1,"Social",20,15,0.112141181041012
26,"podcast",2,"Social",30,30,0.618897916056114
26,"podcast",3,"Social",60,55,0.126943138390928
26,"podcast",4,"Social",80,75,0.0533110915512474
26,"podcast",5,"Social",110,105,0.00719239581462472
27,"podcast",1,"Social",15,15,0.555365848965011
27,"podcast",2,"Social",30,30,0.618897916056114
27,"podcast",3,"Social",55,55,0.578296519336451
27,"podcast",4,"Social",75,75,0.624501358171753
27,"podcast",5,"Social",105,105,0.763421441466593
28,"podcast",1,"Social",20,15,0.112141181041012
28,"podcast",2,"Social",35,30,0.127361629027624
28,"podcast",3,"Social",60,55,0.126943138390928
28,"podcast",4,"Social",80,75,0.0533110915512474
28,"podcast",5,"Social",110,105,0.00719239581462472
