duration,prob
383,1.1983568131378254e-06
384,2.3967136262756507e-06
385,1.1983568131378254e-06
386,1.1983568131378254e-06
387,2.3967136262756507e-06
389,1.1983568131378254e-06
394,2.3967136262756507e-06
395,2.3967136262756507e-06
397,2.3967136262756507e-06
398,2.3967136262756507e-06
399,1.1983568131378254e-06
